Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,Duel%D3,DuelsD3,SeqShotStart,SeqGoalStart,RcvryA3,RcvryM3,Clrnce,Tckl,Shoot%,CrsPs%,CrossOpen,TchsA3,ThrghBalls,Ps%Att3rd,Pass%OpHf,LongBall%,LgBallCp,ShirtNumber,PrefFoot,xG,Offsides,ErrShot,FoulCom,Position,BgChncGoal,Cleared,RedsResc,Red,Yellow,Int,PsCmpInBox,GoalOBx,ShtOBox,OFF,FoulSuf,PsLostD3,PsLostA3,PsLostM3,PossLost,KeyPass,TouchOpBox,PsCmpSoP,PsSoP,PsOpHfScs,DuelLs,AerialLoss,AerialWon,SucflDuels,DuelsOff,Aerials,Duels,DuelsDef,ChancesCreatedPer90,CrossCmp,Crosses,ShtAf1v1,xAAf1v1,Sc1v1InBox,1v1InBox,Success1v1,1v1%,1v1,PsDist,PsCmpA3,PsRecA3,PsOppHalf,PsInA3rd,PsIntoOpHf,ProgPass,FwdPass,PsCmp,PsRec,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
21,d16wkataytb1mfo49sit774l,184580,G. Melamed,Guy Melamed,Centre Forward,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,197474,Guy,Melamed,Centre Forward,32,2585,31,56.3%,0.56,0.63,0.03,0.52,0.94,0.70,0.49,24.6%,57.1%,0.24,13.33,0.28,67.9%,72.0%,6.2%,0.70,18,right,0.55,0.56,0.00,0.56,Centre Forward,0.45,0.00,0.00,0.00,0.00,0.28,0.84,0.00,0.38,1.15,1.50,0.49,4.28,4.80,9.57,1.25,4.28,0.03,0.10,8.53,4.98,2.37,1.32,3.97,7.42,3.69,8.95,1.53,1.46,0.14,0.24,0.07,0.00,0.10,0.31,0.66,42.2%,1.57,15.7,4.77,6.68,12.08,6.62,1.39,2.26,3.69,13.23,16.22,30.88,17.51,75.5%,72.9%,1.46,0.21,0.10,0.59,0.55,2.40,2.72,1.25,46.2%,33.3%,44.4%,35.8%,1.71
22,e3yr2tkuonhu7iwqc78kcqmwa,660811,B. Enow,Boris Enow,Central Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,465618,Boris,Enow,Central Midfielder,30,2584,24,62.4%,3.24,1.25,0.07,0.38,4.91,1.15,3.00,0.0%,27.3%,0.31,8.71,0.07,65.6%,77.5%,11.0%,2.61,8,,0.04,0.00,0.03,1.95,Central Midfielder,0.00,0.00,0.00,0.00,0.35,2.16,0.49,0.00,0.52,0.38,1.29,3.38,2.58,8.81,14.77,0.59,0.21,0.17,0.21,21.56,5.50,0.94,1.74,6.97,4.77,2.68,12.47,7.70,0.63,0.10,0.38,0.03,0.00,0.00,0.00,0.94,54.0%,1.74,17.1,4.28,3.17,29.22,6.10,7.98,7.59,18.88,41.24,33.44,69.94,52.42,78.7%,71.9%,0.63,0.03,0.04,0.00,0.04,0.59,0.98,0.21,21.4%,53.4%,55.9%,64.9%,8.12
23,my77egltmn05j466bz9larfu,745481,T. Yosefi,Tomer Yosefi,Centre Attacking Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,475103,Tomer,Yosefi,Centre Attacking Midfielder,33,2581,25,62.5%,2.23,1.78,0.17,0.73,2.20,0.70,1.81,18.0%,27.0%,2.65,24.10,0.49,66.4%,74.6%,11.2%,2.51,10,,0.29,0.38,0.00,1.71,Centre Attacking Midfielder,0.28,0.00,0.00,0.00,0.10,0.35,2.58,0.07,1.33,1.05,2.75,1.57,9.03,8.12,18.73,1.67,2.55,0.56,0.70,15.52,6.80,1.22,0.84,7.50,9.31,2.06,14.30,4.99,1.81,1.67,6.21,0.17,0.02,0.14,0.28,2.09,50.8%,4.11,18.9,7.36,10.46,21.58,9.35,3.17,4.18,9.55,28.77,35.01,63.95,36.30,79.3%,79.9%,1.81,0.14,0.27,0.38,0.29,2.13,2.75,1.08,39.2%,37.3%,52.4%,40.7%,4.43
24,3xf3blufuohmj49larszjp5as,953278,N. Ben Harush,Noam Ben Harush,Right Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579148,Noam,Ben Harush,Right Back,31,2542,19,57.0%,5.28,0.35,0.04,0.11,2.23,1.52,2.09,20.0%,23.7%,1.35,9.52,0.04,62.1%,79.5%,16.8%,1.95,2,both,0.02,0.00,0.04,0.74,Right Back,0.00,0.00,0.00,0.00,0.18,1.20,0.57,0.04,0.28,0.18,1.56,6.66,3.61,6.59,16.85,0.39,0.39,0.11,0.11,9.28,4.64,0.74,0.46,5.42,3.08,1.20,10.06,6.97,0.46,0.32,1.35,0.00,0.01,0.00,0.00,1.31,46.8%,2.80,18.5,2.87,4.39,14.30,3.51,5.84,3.01,14.52,25.56,28.93,59.94,34.17,74.8%,81.8%,0.46,0.07,0.07,0.07,0.02,0.35,0.39,0.18,45.5%,43.8%,53.9%,38.2%,5.77
25,ecwmmvkcayzydfuixdbrvdzop,505833,Y. Cohen,Yarden Cohen,Left Wing Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234924,Yarden,Cohen,Left Wing Back,30,2529,27,67.7%,3.52,1.35,0.18,0.43,2.99,1.32,2.70,10.0%,23.5%,3.06,19.29,0.04,58.9%,70.6%,12.6%,1.64,16,,0.06,0.14,0.00,1.46,Left Wing Back,0.04,0.00,0.00,0.00,0.18,1.07,1.32,0.00,0.53,0.68,0.96,5.30,7.51,12.31,25.12,1.00,2.10,0.04,0.11,14.34,5.48,0.93,0.96,5.84,4.98,1.89,11.32,6.33,1.10,0.82,3.49,0.07,0.00,0.00,0.14,1.21,40.5%,2.99,17.4,5.02,7.90,22.78,7.01,6.44,4.63,17.62,26.65,31.60,70.93,38.22,69.7%,73.4%,1.10,0.11,0.11,0.11,0.06,1.07,1.39,0.39,28.2%,45.5%,51.6%,50.9%,6.37
26,dqjl4656em78riczpw1cx2wkq,846208,R. Keller,Rotem Keller,Left Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512586,Rotem,Keller,Left Back,32,2527,21,51.8%,3.92,1.07,0.07,0.32,1.78,1.99,1.89,0.0%,25.0%,2.60,13.96,0.00,64.1%,75.8%,13.5%,2.07,72,,0.02,0.04,0.00,0.89,Left Back,0.00,0.00,0.00,0.00,0.11,1.10,1.32,0.00,0.28,0.25,0.46,6.41,6.48,8.30,21.19,0.78,0.89,0.14,0.18,11.79,4.38,1.14,1.03,4.38,2.92,2.17,8.76,5.84,0.78,0.78,3.13,0.07,0.00,0.00,0.04,1.03,46.8%,2.21,18.1,3.88,6.27,17.84,5.31,6.20,4.70,18.77,30.52,31.13,68.31,40.96,74.5%,74.7%,0.78,0.00,0.09,0.00,0.02,0.50,0.53,0.25,46.7%,41.1%,50.0%,47.5%,5.27
27,e0uiuemhng2qf09aolydaub8q,846796,S. Tagi,Sahar Tagi,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590895,Sahar,Tagi,Central Midfielder,34,2519,23,54.5%,1.97,0.64,0.07,0.25,3.54,0.54,2.00,16.0%,12.5%,0.29,9.93,0.07,72.6%,77.2%,10.2%,1.43,19,,0.12,0.07,0.00,0.96,Central Midfielder,0.07,0.00,0.00,0.00,0.11,0.89,0.57,0.00,0.61,0.46,0.71,1.97,2.82,6.18,10.97,0.61,1.11,0.11,0.21,10.75,5.22,1.18,0.50,3.97,4.61,1.68,9.18,4.57,0.64,0.04,0.29,0.11,0.00,0.00,0.04,0.75,35.0%,2.14,16.8,4.68,5.00,14.86,5.65,3.29,3.68,8.43,23.44,22.19,43.73,29.40,79.7%,82.9%,0.64,0.04,0.04,0.14,0.12,0.89,1.07,0.43,40.0%,45.1%,43.2%,29.8%,5.75
28,41557fmzcctiz4k29eool05ih,728313,T. Glazer,Tamir Glazer,Defensive Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512597,Tamir,Glazer,Defensive Midfielder,32,2518,24,53.5%,2.54,0.43,0.07,0.04,2.43,2.07,1.36,8.3%,-,0.00,4.47,0.14,59.4%,73.6%,12.0%,2.39,14,,0.07,0.00,0.00,1.54,Defensive Midfielder,0.04,0.00,0.00,0.00,0.25,1.47,0.18,0.00,0.18,0.32,0.75,2.61,1.14,6.00,9.76,0.46,0.46,0.14,0.21,12.62,3.61,0.79,1.64,4.07,2.50,2.43,7.68,5.18,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.32,64.3%,0.50,18.1,2.29,1.89,17.69,3.22,6.04,4.90,13.01,29.17,23.77,49.22,37.21,78.4%,71.9%,0.46,0.00,0.01,0.04,0.07,0.43,0.50,0.11,21.4%,37.7%,53.0%,67.6%,4.36
29,e6rhc21ownwfq6zgrmnd6ygkq,688547,R. Elimelech,Roey Elimelech,Right Back,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,548696,Roey,Elimelech,Right Back,30,2498,21,57.3%,3.96,0.40,0.00,0.25,1.59,2.27,2.59,19.2%,9.6%,2.99,14.02,0.04,49.0%,58.7%,23.5%,2.38,44,right,0.08,0.00,0.00,1.04,Right Back,0.11,0.00,0.00,0.00,0.18,2.56,0.79,0.00,0.11,0.50,1.44,5.40,6.38,10.12,21.91,0.43,1.87,0.32,0.36,7.96,4.97,1.69,2.63,6.88,4.72,4.32,11.85,7.13,0.43,0.29,2.99,0.04,0.00,0.04,0.04,0.29,30.8%,0.94,19.1,2.23,5.62,15.82,3.53,6.92,3.53,15.31,16.72,21.94,59.20,28.10,59.5%,63.3%,0.43,0.00,0.06,0.18,0.08,0.94,1.15,0.43,37.5%,29.6%,58.1%,60.8%,3.82
30,g8subv0do8dhuinc6api0bmx,318775,A. Sefer,Antonio Sefer,Centre Attacking Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,210397,Antonio,Sefer,Centre Attacking Midfielder,35,2482,24,45.7%,1.67,0.91,0.15,0.54,2.10,0.40,1.56,10.9%,16.7%,2.07,21.54,0.15,72.5%,77.9%,8.9%,1.56,7,,0.19,0.15,0.00,1.52,Centre Attacking Midfielder,0.11,0.00,0.00,0.04,0.07,0.65,1.78,0.07,1.78,0.98,0.98,1.99,7.43,5.62,15.05,1.49,1.81,0.29,0.40,15.48,5.04,0.36,0.22,3.37,4.35,0.58,8.41,4.06,1.74,0.73,4.35,0.00,0.00,0.00,0.07,0.62,36.2%,1.70,18.3,8.23,11.82,20.52,10.26,2.32,3.81,7.69,24.51,30.06,50.37,31.22,78.5%,80.5%,1.74,0.29,0.18,0.25,0.19,2.32,2.83,1.34,47.4%,35.1%,40.1%,37.5%,4.68
31,aujtygjafoz85e9kn2i1b65wq,743928,O. Dahan,Ori Dahan,Right Centre Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,475688,Ori,Dahan,Right Centre Back,30,2475,24,66.3%,3.45,0.69,0.04,0.07,2.25,4.00,1.71,9.1%,28.6%,0.25,3.05,0.07,64.4%,84.3%,17.4%,5.82,20,,0.06,0.00,0.00,0.91,Right Centre Back,0.04,0.00,0.00,0.00,0.25,1.35,0.18,0.00,0.11,0.33,0.80,4.73,0.51,4.55,9.78,0.18,0.76,0.87,1.24,16.00,3.38,1.49,2.29,4.91,2.07,3.78,8.29,6.22,0.18,0.07,0.25,0.00,0.00,0.00,0.04,0.15,30.8%,0.47,21.9,1.27,1.02,21.60,1.53,12.58,6.87,21.05,53.42,44.18,75.85,62.15,86.0%,85.4%,0.18,0.00,0.04,0.04,0.06,0.40,0.76,0.07,9.5%,50.8%,59.2%,60.6%,5.96
32,522uphn86grkxgm8z88lywt0p,539033,F. Vargas,Freddy Vargas,Right Attacking Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,446601,Freddy,Vargas,Right Attacking Midfielder,31,2453,25,61.5%,2.38,1.06,0.11,0.40,2.13,0.66,1.83,16.0%,24.0%,1.91,19.52,0.11,65.2%,73.3%,9.7%,1.28,7,left,0.10,0.15,0.00,0.88,Right Attacking Midfielder,0.07,0.00,0.00,0.00,0.18,0.70,1.94,0.04,0.33,0.55,1.50,1.65,8.73,6.09,16.47,1.28,3.67,0.26,0.37,11.96,6.02,0.81,0.66,6.60,8.26,1.47,12.62,4.37,1.39,0.66,2.75,0.18,0.03,0.22,0.55,2.60,47.7%,5.47,17.7,6.02,9.14,16.66,8.48,2.38,3.56,7.41,19.41,25.72,49.42,25.61,75.8%,71.0%,1.39,0.11,0.15,0.15,0.10,0.92,1.39,0.37,26.3%,54.9%,52.3%,45.0%,4.66
33,6sod0mcgu50ftrc6dyqqam85x,255408,N. Sabag,Naor Sabag,Defensive Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,229042,Naor,Sabag,Defensive Midfielder,31,2452,31,52.1%,2.61,0.95,0.07,0.48,2.20,1.43,2.13,0.0%,29.4%,0.51,9.10,0.18,70.2%,78.8%,9.5%,1.98,55,,0.06,0.04,0.07,1.58,Defensive Midfielder,0.00,0.00,0.00,0.00,0.40,1.21,0.70,0.00,0.44,0.37,0.95,1.47,2.72,6.09,10.28,0.84,0.84,0.15,0.22,15.09,5.10,0.99,1.10,4.88,4.33,2.09,9.98,5.65,0.92,0.18,0.62,0.00,0.00,0.00,0.00,0.73,58.8%,1.25,17.1,4.18,4.33,19.93,5.54,4.51,4.29,10.53,30.72,28.56,51.53,37.51,81.9%,76.0%,0.92,0.07,0.08,0.00,0.06,0.59,0.88,0.22,25.0%,38.9%,48.9%,52.6%,4.37
33,6f8kp6i2qgcnytbkr3tpqhrai,777012,H. Layous,Hisham Layous,Left Attacking Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,488571,Hisham,Layous,Left Attacking Midfielder,31,2452,23,52.8%,1.95,0.62,0.00,0.51,1.84,0.07,1.17,8.6%,20.7%,1.43,24.74,0.18,75.2%,78.5%,4.4%,0.73,30,,0.15,0.07,0.00,0.88,Left Attacking Midfielder,0.07,0.00,0.00,0.00,0.11,0.37,1.87,0.00,0.44,0.70,0.92,1.43,10.02,5.07,16.52,1.25,4.73,0.11,0.11,14.90,6.35,1.06,0.26,5.25,8.37,1.32,11.60,3.23,1.43,0.44,2.13,0.11,0.04,0.18,0.62,2.90,43.6%,6.64,14.7,9.65,12.99,19.20,12.70,0.95,3.05,5.58,20.30,27.82,45.88,25.91,78.3%,76.5%,1.43,0.18,0.17,0.11,0.15,1.28,1.73,0.59,34.0%,38.2%,45.3%,19.4%,3.89
35,dsaoeuhw6y3imgs4u1rzz4huy,745347,M. Gosha,Matan Gosha,Left Centre Back,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607134,Matan,Gosha,Left Centre Back,29,2441,24,65.2%,3.28,0.52,0.07,0.11,1.51,4.65,1.36,0.0%,0.0%,0.04,1.11,0.00,37.5%,65.0%,17.3%,2.54,4,,0.00,0.00,0.07,0.88,Left Centre Back,0.00,0.00,0.00,0.04,0.22,1.36,0.04,0.00,0.00,0.04,0.48,4.76,0.48,3.32,8.55,0.00,0.33,0.15,0.22,6.05,2.73,1.29,1.33,3.24,1.18,2.62,5.97,4.79,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.07,28.6%,0.26,20.5,0.41,0.22,10.29,0.77,6.60,1.92,12.94,31.19,23.34,50.99,38.64,80.7%,52.4%,0.00,0.00,0.01,0.00,0.00,0.04,0.04,0.00,0.0%,45.5%,54.3%,50.7%,4.31
36,2xkn8lyxwwnghvi9acqp8s4bt,738079,O. Blorian,Or Blorian,Left Centre Back,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512607,Or,Blorian,Left Centre Back,28,2437,24,71.8%,2.88,0.33,0.04,0.07,1.18,4.39,1.70,16.7%,20.0%,0.18,2.51,0.00,65.0%,87.2%,11.1%,2.36,5,,0.06,0.00,0.04,1.22,Left Centre Back,0.04,0.00,0.00,0.04,0.22,1.07,0.11,0.00,0.11,0.33,0.52,4.03,0.66,2.92,7.61,0.11,0.81,0.41,0.48,11.56,2.47,0.92,1.40,3.69,1.48,2.33,6.17,4.69,0.11,0.04,0.18,0.00,0.00,0.00,0.00,0.07,33.3%,0.22,19.6,0.85,0.59,15.03,1.18,8.12,4.87,15.33,41.10,33.90,59.46,47.71,86.1%,71.9%,0.11,0.00,0.01,0.11,0.06,0.66,0.70,0.33,47.4%,62.3%,59.9%,60.3%,3.99
37,vd6lo0pepy4sg6y62ny25i39,155661,R. Mishpati,Roi Mishpati,Goalkeeper,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104854,Roi,Mishpati,Goalkeeper,27,2430,31,82.4%,0.63,0.52,0.04,0.00,0.00,0.26,0.00,-,-,0.00,0.00,0.00,9.3%,-,41.8%,2.93,90,right,0.00,0.00,0.00,0.00,Goalkeeper,0.00,0.19,0.00,0.00,0.04,0.00,0.04,0.00,0.00,0.00,0.07,7.00,0.00,0.00,7.00,0.04,0.00,0.00,0.00,1.26,0.11,0.07,0.52,0.52,0.00,0.59,0.63,0.63,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,29.7,0.00,0.00,6.67,0.00,6.67,0.04,13.04,16.26,13.89,32.70,23.11,70.4%,-,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.0%,82.4%,87.5%,1.30
38,4ygr4t3mxxkiaf13cr4hp1ii1,540541,O. Darwish,Obeida Darwish,Right Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590894,Obeida,Darwish,Right Back,34,2423,25,54.2%,3.08,0.63,0.15,0.22,1.86,1.86,1.89,20.0%,26.8%,1.97,13.63,0.00,69.3%,80.3%,12.4%,1.78,28,,0.01,0.00,0.00,0.30,Right Back,0.04,0.00,0.00,0.00,0.15,1.37,1.37,0.00,0.07,0.15,0.52,5.61,4.38,7.21,17.20,0.63,0.82,0.22,0.45,13.78,3.08,0.82,0.67,3.53,2.01,1.49,6.61,4.61,0.78,0.56,2.08,0.00,0.01,0.04,0.04,0.45,44.4%,1.00,18.1,5.42,7.80,18.83,6.61,5.24,5.27,16.19,32.69,32.91,65.52,41.01,79.7%,82.0%,0.78,0.15,0.09,0.04,0.01,0.19,0.19,0.04,20.0%,42.7%,53.4%,45.0%,4.72
39,2nvmxpj8gh0ubhbepwp1w213o,993451,E. Madmon,Elad Madmon,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,624084,Elad,Madmon,Centre Forward,31,2422,20,59.5%,1.37,0.52,0.00,0.78,2.01,0.19,1.04,18.2%,27.3%,0.82,20.40,0.11,66.0%,66.7%,6.1%,0.82,11,both,0.37,0.41,0.00,1.71,Centre Forward,0.22,0.00,0.00,0.00,0.07,0.59,0.97,0.11,1.19,1.00,2.16,1.04,8.51,10.11,19.66,1.04,3.31,0.11,0.19,9.29,10.74,2.79,1.49,6.43,14.01,4.27,17.17,3.16,1.08,0.22,0.82,0.33,0.02,0.07,0.30,1.75,30.7%,5.69,15.5,5.61,10.85,13.93,7.54,1.00,2.49,4.79,14.31,26.72,46.67,20.10,71.2%,74.8%,1.08,0.04,0.07,0.45,0.37,2.45,2.94,1.45,49.4%,37.5%,37.4%,34.8%,3.86
40,9yb88b47etya2zd83o4x30p3o,956897,R. Nawi,Roy Nawi,Central Midfielder,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,582493,Roy,Nawi,Central Midfielder,31,2421,20,55.2%,2.16,0.59,0.00,0.15,2.34,2.34,1.71,5.3%,27.3%,0.41,6.36,0.00,63.5%,74.5%,13.7%,1.34,80,,0.11,0.07,0.04,1.15,Central Midfielder,0.04,0.00,0.00,0.04,0.30,1.67,0.33,0.00,0.26,0.48,0.33,2.53,1.90,5.39,9.81,0.45,0.93,0.11,0.11,9.70,3.72,1.34,2.04,4.16,2.97,3.38,7.88,4.91,0.45,0.11,0.41,0.00,0.00,0.00,0.04,0.07,28.6%,0.26,17.5,2.49,1.60,14.13,3.35,4.94,3.49,10.11,20.04,14.01,40.93,27.06,74.0%,74.4%,0.45,0.00,0.02,0.04,0.11,0.71,0.97,0.22,23.1%,45.5%,52.8%,60.4%,4.83
41,4dri4lv9b4w3mz8aj3329qjh0,929493,I. Giorno,Idan Giorno,Centre Forward,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,560728,Idan,Giorno,Centre Forward,31,2419,19,56.4%,1.45,0.45,0.00,0.89,1.23,0.45,0.89,8.2%,9.5%,0.78,20.84,0.00,59.1%,65.8%,3.3%,0.48,87,,0.33,0.22,0.00,1.00,Centre Forward,0.11,0.00,0.00,0.04,0.15,0.37,0.63,0.00,0.37,1.26,1.23,0.86,8.93,6.59,16.37,0.63,5.51,0.07,0.07,9.49,7.85,2.34,3.50,7.11,11.57,5.84,14.96,3.39,0.67,0.07,0.78,0.19,0.00,0.19,0.63,1.53,35.0%,4.35,13.6,5.88,11.61,14.47,8.74,0.78,1.56,4.02,14.32,22.70,41.74,20.13,71.2%,67.8%,0.67,0.04,0.06,0.19,0.33,2.27,2.86,1.00,35.1%,40.5%,47.5%,59.9%,2.60
42,bnclh7nvu75morjmkv1dskzjd,329667,M. Usman,Mohammed Usman,Central Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,230193,Mohammed,Usman,Central Midfielder,32,2410,30,55.0%,2.99,1.23,0.07,0.45,4.52,1.05,1.90,12.5%,60.0%,0.37,9.63,0.26,69.3%,80.0%,13.3%,4.26,10,right,0.09,0.04,0.00,1.61,Central Midfielder,0.07,0.00,0.00,0.04,0.34,2.05,1.08,0.04,0.45,0.45,1.16,2.43,2.17,7.58,12.17,0.90,1.38,0.82,0.97,18.07,6.83,1.23,0.93,5.15,5.45,2.17,11.99,6.54,0.93,0.22,0.37,0.04,0.01,0.07,0.15,1.16,58.5%,1.98,19.7,4.82,5.04,23.19,5.86,6.05,5.83,10.79,40.63,35.89,65.35,47.84,84.9%,82.7%,0.93,0.04,0.10,0.11,0.09,0.90,1.20,0.45,37.5%,29.2%,43.0%,43.1%,8.78
43,45i31j0a9ad3wa00v1naad2p5,256032,B. Passi,Bryan Passi,Central Defender,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,245750,Bryan,Passi,Central Defender,28,2398,26,71.8%,3.19,0.68,0.04,0.11,1.88,4.39,1.05,12.5%,20.0%,0.19,2.33,0.08,50.6%,75.7%,17.7%,4.73,4,right,0.05,0.04,0.04,0.64,Central Defender,0.04,0.00,0.00,0.00,0.04,1.46,0.30,0.00,0.00,0.26,0.41,5.14,1.16,5.14,11.45,0.19,1.13,0.41,0.75,11.97,2.66,1.28,2.25,3.98,1.91,3.53,6.64,4.73,0.19,0.04,0.19,0.00,0.00,0.00,0.00,0.26,50.0%,0.53,21.6,0.41,0.64,17.41,0.98,10.77,4.99,17.34,43.50,36.56,65.94,52.47,82.9%,44.0%,0.19,0.00,0.03,0.04,0.05,0.30,0.49,0.04,7.7%,42.1%,59.9%,63.8%,5.22
44,229x2cms1ecruwk3uaujyxnth,153687,S. Azulay,Shlomi Azulay,Left Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,89529,Shlomi,Azulay,Left Midfielder,35,2375,34,58.8%,1.29,1.63,0.27,0.64,1.59,0.91,0.76,23.5%,42.9%,0.83,17.32,0.27,66.3%,72.8%,6.2%,1.02,9,right,0.25,0.38,0.04,0.38,Left Midfielder,0.19,0.00,0.00,0.00,0.04,0.53,2.43,0.04,0.34,0.57,1.06,1.14,6.56,6.93,14.63,1.78,2.50,0.08,0.11,12.47,4.93,1.17,0.91,3.64,5.95,2.08,8.56,2.61,2.05,1.25,2.92,0.08,0.00,0.04,0.08,0.91,42.1%,2.16,16.9,6.93,8.94,17.32,9.13,1.55,3.60,7.65,19.52,22.93,43.09,25.73,75.8%,76.6%,2.05,0.27,0.18,0.30,0.25,1.29,1.48,0.72,48.7%,35.9%,42.5%,43.6%,3.64
