Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,Duel%D3,DuelsD3,SeqShotStart,SeqGoalStart,RcvryA3,RcvryM3,Clrnce,Tckl,Shoot%,CrsPs%,CrossOpen,TchsA3,ThrghBalls,Ps%Att3rd,Pass%OpHf,LongBall%,LgBallCp,ShirtNumber,PrefFoot,xG,Offsides,ErrShot,FoulCom,Position,BgChncGoal,Cleared,RedsResc,Red,Yellow,Int,PsCmpInBox,GoalOBx,ShtOBox,OFF,FoulSuf,PsLostD3,PsLostA3,PsLostM3,PossLost,KeyPass,TouchOpBox,PsCmpSoP,PsSoP,PsOpHfScs,DuelLs,AerialLoss,AerialWon,SucflDuels,DuelsOff,Aerials,Duels,DuelsDef,ChancesCreatedPer90,CrossCmp,Crosses,ShtAf1v1,xAAf1v1,Sc1v1InBox,1v1InBox,Success1v1,1v1%,1v1,PsDist,PsCmpA3,PsRecA3,PsOppHalf,PsInA3rd,PsIntoOpHf,ProgPass,FwdPass,PsCmp,PsRec,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
350,7l1unnwsalb7g0n4iffhogzys,1004467,A. Yassin,Abed Yassin,Goalkeeper,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,631313,Abed,Yassin,Goalkeeper,3,192,20,50.0%,0.94,0.47,0.00,0.00,0.00,0.47,0.00,-,-,0.00,0.00,0.00,37.5%,-,44.7%,7.50,30,,0.00,0.00,0.00,0.00,Goalkeeper,0.00,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.31,0.00,0.00,10.31,0.00,0.00,0.00,0.00,3.75,0.47,0.47,0.47,0.47,0.00,0.94,0.94,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,30.6,0.00,0.00,10.78,0.00,10.78,0.00,22.03,29.53,26.25,56.72,39.84,74.1%,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,50.0%,50.0%,3.75
351,dvqars5b48bx1bfbdogsv21ud,127412,R. Gershon,Rami Gershon,Left Centre Back,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,76983,Rami,Gershon,Left Centre Back,5,189,35,100.0%,0.48,0.95,0.00,0.00,3.81,1.43,0.48,-,-,0.00,2.86,0.00,77.8%,89.7%,4.6%,1.90,55,left,0.00,0.00,0.00,0.48,Left Centre Back,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.48,0.48,0.48,2.38,3.33,0.48,0.00,0.00,0.00,28.57,0.48,0.00,1.43,2.38,0.48,1.43,2.86,2.38,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,16.8,2.38,0.95,30.48,2.86,11.90,12.38,22.86,68.57,56.67,78.57,71.90,95.4%,83.3%,0.48,0.00,0.01,0.00,0.00,0.00,0.00,0.00,-,100.0%,83.3%,100.0%,5.24
352,6c8wnh7h754qbswsr4acdk8gl,100814,E. Golasa,Eyal Golasa,Central Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74393,Eyal,Golasa,Central Midfielder,9,185,32,50.0%,0.97,1.95,0.00,0.97,1.46,0.97,2.43,-,0.0%,0.00,19.46,0.00,74.3%,75.0%,5.0%,1.46,23,both,0.03,0.00,0.00,4.86,Central Midfielder,0.00,0.00,0.00,0.00,0.00,1.46,0.49,0.00,0.00,0.00,1.46,0.49,6.32,5.84,12.65,0.97,3.41,0.49,0.49,23.35,10.70,2.43,2.92,7.30,8.76,5.35,18.00,9.24,0.97,0.00,0.49,0.00,0.00,0.00,0.49,0.49,20.0%,2.43,13.6,10.22,9.73,29.68,13.14,4.38,5.84,11.19,31.14,30.16,53.51,38.92,80.0%,77.8%,0.97,0.00,0.06,0.00,0.03,0.00,0.49,0.00,0.0%,44.4%,40.5%,54.5%,4.38
353,4a0719e0ghxhs19fye3dfbv11,149834,M. Kabha,Marwan Kabha,Central Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,87625,Marwan,Kabha,Central Midfielder,11,184,33,42.9%,3.42,0.00,0.00,0.49,2.93,4.89,1.96,0.0%,0.0%,1.96,7.34,0.00,65.7%,76.3%,19.8%,5.38,8,left,0.03,0.00,0.00,0.98,Central Midfielder,0.00,0.00,0.00,0.00,0.00,2.45,0.98,0.00,1.96,1.96,0.00,5.38,2.45,10.76,18.59,0.00,0.00,0.98,1.47,24.46,5.38,0.98,0.98,3.42,2.45,1.96,8.80,6.36,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.49,25.0%,1.96,22.7,2.45,3.42,32.28,2.45,13.70,11.25,26.90,44.02,41.09,77.28,56.74,77.6%,100.0%,0.00,0.00,0.06,0.00,0.03,1.96,2.45,0.00,0.0%,25.0%,38.9%,50.0%,6.85
354,6r4poxy18ll5v8l675v6pp10q,682279,O. Barzilay,Ohad Barzilay,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,635306,Ohad,Barzilay,Centre Forward,6,183,25,50.0%,0.98,0.98,0.00,0.49,0.49,0.49,0.98,0.0%,0.0%,0.49,16.23,0.00,56.0%,65.8%,6.5%,0.49,24,,0.19,2.46,0.00,0.49,Centre Forward,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.49,0.00,6.39,6.39,12.79,0.49,5.41,0.00,0.00,12.30,4.43,3.44,3.44,5.90,7.38,6.89,10.33,2.95,0.49,0.00,0.49,0.00,0.00,0.00,0.00,0.98,66.7%,1.48,15.4,6.89,9.84,19.67,10.82,0.98,0.98,8.36,14.26,19.18,32.95,22.62,63.0%,63.6%,0.49,0.00,0.03,0.00,0.19,0.98,1.48,0.98,66.7%,100.0%,57.1%,50.0%,1.48
354,3hl1mor33qqmjepgazecgpk6i,628100,N. Bazia,Noaf Bazea,Left Attacking Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,545040,Noaf,Bazea,Left Attacking Midfielder,11,183,23,75.0%,1.97,1.48,0.00,0.49,2.95,0.00,2.95,0.0%,20.0%,1.97,37.38,0.00,78.6%,81.1%,8.6%,0.98,20,,0.29,0.49,0.00,0.98,Left Attacking Midfielder,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,1.97,1.97,1.97,1.48,14.26,12.79,28.52,1.48,8.36,0.00,0.00,15.25,9.34,0.00,0.98,10.82,17.21,0.98,20.16,2.95,1.48,0.49,2.46,1.97,0.03,0.98,2.46,4.92,32.3%,15.25,15.5,11.31,17.21,19.18,13.77,0.98,1.97,7.38,21.64,35.41,68.36,28.52,75.9%,82.1%,1.48,0.00,0.05,0.00,0.29,3.44,4.92,1.48,30.0%,50.0%,53.7%,100.0%,6.39
356,2ad9ug8t031qvfbf9mluq24et,92582,I. Nitzan,Itamar Nitzan,Goalkeeper,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104934,Itamar,Nitzan,Goalkeeper,2,180,36,100.0%,0.50,2.50,0.00,0.00,0.00,0.00,0.00,-,-,0.00,0.00,0.00,0.0%,-,52.4%,7.50,16,,0.00,0.00,0.00,0.00,Goalkeeper,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.50,0.50,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,33.3,0.00,0.00,10.00,0.00,10.00,0.50,17.50,22.50,17.50,37.00,31.50,71.4%,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,100.0%,100.0%,3.00
356,570wgwomxz7kgdlx9t3hebuqy,681292,O. Checkol,Oded Checkol,Centre Forward,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549533,Oded,Checkol,Centre Forward,16,180,24,40.0%,2.50,2.00,0.00,0.50,4.00,0.50,0.00,20.0%,20.0%,2.00,22.50,0.00,61.1%,72.4%,8.2%,1.00,30,,0.54,0.00,0.00,1.50,Centre Forward,0.50,0.00,0.00,0.00,0.00,1.00,1.50,0.00,2.00,1.00,2.00,3.00,9.50,6.50,19.00,1.00,2.50,0.00,0.00,11.00,9.50,1.50,0.50,6.00,12.00,2.00,15.50,3.50,1.00,0.50,2.50,0.50,0.00,1.00,1.50,3.50,38.9%,9.00,17.3,6.00,13.00,17.00,9.00,2.50,4.00,7.50,23.00,32.00,56.50,30.50,75.4%,66.7%,1.00,0.00,0.12,0.50,0.54,2.50,2.50,1.50,60.0%,0.0%,38.7%,25.0%,7.00
358,60jptu288hf6gcljkbzcdie39,167695,K. Peterson,Kristoffer Peterson,Left Attacking Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,109014,Kristoffer,Peterson,Left Attacking Midfielder,5,179,29,33.3%,1.51,0.50,0.00,0.50,0.50,0.50,0.50,0.0%,30.8%,5.53,45.75,0.00,64.3%,72.3%,7.9%,1.51,23,right,0.13,0.00,0.00,1.01,Left Attacking Midfielder,0.00,0.00,0.00,0.00,0.50,0.00,3.52,0.00,0.00,0.50,1.51,1.51,18.60,2.51,22.63,2.51,6.03,0.00,0.00,19.11,7.54,0.00,0.50,6.54,11.06,0.50,14.08,3.02,2.51,2.01,6.54,0.00,0.00,0.50,0.50,4.02,47.1%,8.55,16.6,16.09,26.15,25.64,22.12,2.01,2.01,6.54,24.13,38.21,60.34,31.68,76.2%,72.7%,2.51,0.00,0.28,0.00,0.13,1.01,2.51,0.50,20.0%,33.3%,46.4%,100.0%,2.51
359,hon8dvxfmrt0aaobgbri0npw,1019772,N. Tubul,Niv Tubul,Centre Forward,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,631409,Niv,Tubul,Centre Forward,7,178,20,33.3%,1.52,0.51,0.00,0.00,2.53,0.51,3.03,0.0%,0.0%,0.51,8.60,0.00,66.7%,66.7%,0.0%,0.00,16,,0.09,0.00,0.00,0.51,Centre Forward,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.51,1.52,0.51,2.53,6.07,9.10,1.01,1.52,0.00,0.00,6.07,6.07,2.02,1.01,5.56,7.08,3.03,11.63,4.55,1.01,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.0%,1.01,11.6,3.54,5.06,8.60,5.06,1.01,0.51,1.52,13.65,17.19,31.35,17.70,77.1%,70.0%,1.01,0.00,0.01,0.00,0.09,0.51,1.01,0.00,0.0%,37.5%,47.8%,33.3%,2.53
360,kc3wmrtfwhvbpq70g4kf66dx,253406,S. Yehezkel,Sagiv Yehezkel,Right Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,184659,Sagiv,Yehezkel,Right Back,2,170,29,40.0%,2.65,0.00,0.00,0.53,3.18,0.53,1.59,0.0%,14.3%,3.71,27.00,0.00,80.0%,85.2%,12.7%,4.24,11,right,0.16,0.00,0.00,0.53,Right Back,0.00,0.00,0.00,0.00,0.53,0.53,2.12,0.00,0.00,0.53,1.59,1.59,11.65,2.12,15.35,0.00,5.29,2.12,2.65,13.24,6.35,1.06,0.53,5.82,7.41,1.59,12.18,4.76,0.53,0.53,3.71,0.00,0.00,1.06,1.59,2.12,44.4%,4.76,18.3,8.47,12.71,16.41,10.59,2.12,2.12,6.88,36.53,40.76,69.88,41.82,87.3%,80.0%,0.53,0.53,0.08,0.00,0.16,1.06,2.12,0.53,25.0%,16.7%,47.8%,33.3%,6.88
360,66pc9v8axzcduoub7xonti1re,828447,I. Madmon,Ilay Madmon,Central Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512268,Ilay,Madmon,Central Midfielder,7,170,21,25.0%,2.12,1.06,0.00,0.00,4.24,0.53,1.06,0.0%,-,0.00,10.59,0.53,66.7%,84.4%,7.6%,2.65,15,,0.08,0.00,0.00,1.59,Central Midfielder,0.00,0.00,0.00,0.00,0.53,2.12,0.53,0.00,0.53,1.06,0.00,4.76,2.12,5.82,12.71,1.06,0.53,0.00,0.00,19.06,4.24,0.00,0.53,1.59,2.12,0.53,5.82,3.71,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,17.0,4.76,4.24,23.82,6.35,6.88,5.82,14.82,53.47,48.71,74.65,62.47,85.6%,75.0%,1.06,0.00,0.02,0.00,0.08,1.06,2.12,0.00,0.0%,40.0%,27.3%,100.0%,9.53
362,1f84523c1pdwgdur1lxfe2vis,903110,B. Zaarura,Basam Zaarura,Central Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,548697,Basam,Zaarura,Central Midfielder,6,169,21,66.7%,1.60,2.13,0.00,0.00,2.66,1.60,1.07,0.0%,-,0.00,18.11,0.00,80.0%,81.8%,5.4%,2.13,6,,0.09,0.53,0.00,2.13,Central Midfielder,0.00,0.00,0.00,0.00,0.53,2.13,0.53,0.00,0.00,0.53,1.60,1.07,4.79,5.33,11.18,0.53,3.20,0.00,0.00,20.77,8.52,4.26,2.13,5.86,10.65,6.39,14.38,3.73,0.53,0.00,0.00,0.00,0.00,0.00,0.53,1.07,33.3%,3.20,16.4,9.59,10.12,25.03,11.72,1.60,3.73,5.33,43.67,42.07,69.76,49.53,88.2%,81.8%,0.53,0.00,0.03,0.00,0.09,0.53,1.07,0.00,0.0%,0.0%,40.7%,33.3%,4.26
363,agqlkflssea6lpkotjc1keaj9,196313,A. Leya,Aaron Leya Iseka,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,185727,Aaron,Leya Iseka,Centre Forward,2,166,26,-,0.00,0.00,0.00,0.00,0.00,1.08,0.00,33.3%,-,0.00,9.22,0.00,77.8%,78.9%,4.0%,0.54,90,right,0.46,0.00,0.00,0.00,Centre Forward,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.00,1.08,0.00,3.25,4.88,8.13,0.54,1.63,0.00,0.00,9.22,5.96,3.80,2.71,4.88,9.76,6.51,10.84,1.08,0.54,0.00,0.00,0.54,0.00,0.00,0.00,1.63,50.0%,3.25,13.6,3.25,3.25,11.39,4.34,1.08,1.08,3.80,10.84,13.01,26.57,13.55,80.0%,75.0%,0.54,0.00,0.02,0.54,0.46,1.63,1.63,1.63,100.0%,-,45.0%,41.7%,0.00
363,1j835btnkq15067iuoe5teuvp,123280,R. Janga,Rangelo Janga,Centre Forward,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,88255,Rangelo,Janga,Centre Forward,5,166,32,100.0%,0.54,0.00,0.00,0.54,2.17,1.63,0.00,0.0%,-,0.00,12.47,0.00,62.5%,56.5%,0.0%,0.00,34,right,0.24,0.54,0.00,3.80,Centre Forward,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63,2.71,0.54,5.42,7.05,13.01,0.54,2.17,0.00,0.00,8.67,9.22,3.25,5.96,9.22,14.10,9.22,18.43,4.34,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.54,50.0%,1.08,11.9,3.25,4.88,14.10,4.88,1.63,1.63,7.05,17.89,14.10,39.04,24.40,73.3%,66.7%,0.54,0.00,0.01,0.00,0.24,1.63,1.63,0.00,0.0%,-,50.0%,64.7%,3.80
363,d4zjvngd2kiyt2ka17dclo1gq,834362,A. Halaihal,Abdalla Halaihal,Centre Forward,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,508388,Abdalla,Halaihal,Centre Forward,5,166,23,-,0.00,0.00,0.00,0.00,1.63,1.08,0.00,100.0%,0.0%,0.54,11.39,0.00,80.0%,77.3%,6.1%,1.08,99,,0.16,1.63,0.00,3.25,Centre Forward,0.54,0.00,0.00,0.54,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.54,3.25,7.05,10.84,0.00,2.17,1.08,1.08,9.22,4.88,1.08,1.63,2.17,4.88,2.71,7.05,2.17,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.54,50.0%,1.08,14.6,5.96,6.51,13.01,7.05,1.08,2.17,3.80,13.01,17.89,28.19,17.89,72.7%,84.6%,0.00,0.00,0.04,0.54,0.16,0.54,1.08,0.54,50.0%,-,30.8%,60.0%,2.17
366,9o15d6wvjtvb6s5dgbse3zpck,884264,I. Zada,Itay Zada,Centre Forward,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549492,Itay,Zada,Centre Forward,8,161,21,50.0%,1.12,1.12,0.00,1.12,3.35,0.00,0.56,0.0%,0.0%,3.35,19.57,0.00,61.1%,63.0%,17.1%,1.68,23,,0.09,0.00,0.00,0.56,Centre Forward,0.00,0.00,0.00,0.00,0.56,0.00,1.12,0.00,1.12,1.12,1.68,0.56,9.50,6.71,16.77,1.12,2.24,0.56,0.56,10.06,7.83,3.91,0.56,3.91,9.50,4.47,11.74,2.24,1.12,0.00,3.35,0.00,0.00,0.00,0.56,1.12,28.6%,3.91,15.4,5.03,12.86,16.77,8.39,1.68,2.24,3.91,12.86,20.12,36.89,19.57,65.7%,64.3%,1.12,0.00,0.03,0.00,0.09,1.12,1.68,0.00,0.0%,50.0%,33.3%,12.5%,5.59
366,56durctv5ftmbu9zbmvy9jims,,A. Taha,Ahmad Taha,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590888,Ahmad,Taha,Central Midfielder,3,161,19,50.0%,2.24,1.12,0.00,0.56,3.35,0.56,1.12,-,-,0.00,8.39,0.00,69.2%,83.3%,13.5%,4.47,37,,0.02,0.00,0.00,1.12,Central Midfielder,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.56,2.80,2.80,4.47,10.06,0.56,0.00,0.00,0.00,13.98,3.35,0.56,0.56,3.35,2.80,1.12,6.71,3.91,0.56,0.00,0.00,0.00,0.01,0.00,0.00,1.12,66.7%,1.68,18.1,5.03,5.03,19.01,6.15,5.59,3.91,8.39,35.22,30.19,50.87,41.37,85.1%,81.8%,0.56,0.00,0.02,0.00,0.02,0.00,0.56,0.00,0.0%,66.7%,50.0%,50.0%,5.03
368,7innzjmv1su43edpij2y5tgk4,850811,O. Korsia,Omer Korsia,Right Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,598354,Omer,Korsia,Right Back,4,157,21,63.6%,6.31,2.87,0.00,0.00,1.72,4.59,5.16,0.0%,0.0%,1.72,10.89,0.00,64.3%,77.8%,13.0%,3.44,25,,0.04,0.00,0.00,1.15,Right Back,0.00,0.00,0.00,0.00,0.57,0.57,0.00,0.00,0.00,0.57,0.00,2.29,5.16,6.31,13.76,0.00,0.57,0.00,0.57,14.90,5.16,1.15,1.15,6.31,3.44,2.29,11.46,8.03,0.00,0.00,1.72,0.00,0.00,0.00,0.00,0.00,0.0%,0.57,19.3,2.87,3.44,18.92,3.44,8.60,5.73,18.92,37.83,28.09,67.07,44.14,85.7%,83.3%,0.00,0.00,0.01,0.00,0.04,0.57,0.57,0.00,0.0%,50.0%,55.0%,50.0%,4.01
369,79m5qu100wnfm1yncw9fnw7sa,834361,S. Mazal,Shavit Mazal,Centre Forward,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512557,Shavit,Mazal,Centre Forward,2,155,22,75.0%,2.32,0.00,0.00,0.00,0.58,0.58,1.74,0.0%,-,0.00,11.61,0.00,83.3%,80.0%,4.0%,0.00,29,,0.20,0.58,0.00,2.32,Centre Forward,0.00,0.00,0.00,0.00,0.58,0.58,0.00,0.00,0.00,1.74,0.00,1.16,4.65,5.23,11.03,0.00,3.48,0.00,0.00,4.65,9.29,2.32,2.32,4.06,9.29,4.65,13.35,4.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0%,0.58,11.7,2.90,7.55,6.39,3.48,0.58,0.00,1.74,9.87,12.19,28.45,14.52,68.0%,83.3%,0.00,0.00,0.01,0.00,0.20,1.74,1.74,0.00,0.0%,20.0%,30.4%,50.0%,1.74
370,dmtr6bj2ow6mefjtqipxeyyfp,276110,Y. Maliac,Yorai Maliach,Left Back,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549498,Yorai,Maliach,Left Back,5,151,26,57.1%,4.17,1.19,0.00,0.00,1.19,3.58,0.60,-,0.0%,0.60,4.77,0.00,50.0%,66.7%,9.7%,0.60,22,,0.00,0.00,0.00,0.00,Left Back,0.00,0.00,0.00,0.00,0.00,2.38,0.60,0.00,0.00,0.00,0.60,5.36,1.79,4.17,11.32,0.60,0.00,0.00,0.00,8.34,2.38,1.79,2.38,3.58,1.19,4.17,5.96,4.77,0.60,0.00,0.60,0.00,0.00,0.00,0.00,0.00,-,0.00,16.7,1.79,0.60,13.71,2.98,2.98,1.19,14.90,33.38,29.80,58.41,42.91,77.8%,60.0%,0.60,0.00,0.01,0.00,0.00,0.00,0.00,0.00,-,50.0%,60.0%,57.1%,2.98
371,2da0kujwwgv9ts7unqmfhui8l,160921,D. Hocko,Deni Hocko,Central Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,126633,Deni,Hocko,Central Midfielder,3,146,30,62.5%,4.93,0.00,0.00,0.00,0.62,1.23,4.32,-,100.0%,0.62,8.01,0.00,85.7%,88.9%,3.2%,1.23,6,right,0.10,0.00,0.00,0.62,Central Midfielder,0.00,0.00,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.62,1.85,0.62,2.47,4.93,0.00,0.62,0.62,0.62,23.42,3.08,0.62,1.85,7.40,3.08,2.47,10.48,7.40,0.00,0.62,0.62,0.00,0.00,0.00,0.00,0.62,100.0%,0.62,14.1,5.55,2.47,27.12,6.78,4.93,4.32,14.79,53.63,52.40,73.36,57.33,93.5%,90.0%,0.00,0.00,0.04,0.00,0.10,0.00,0.62,0.00,0.0%,50.0%,70.6%,75.0%,4.32
372,893msm9pqu1ih4h4pbzbufidx,79642,B. Kayal,Beram Kayal,Central Defender,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,38490,Beram,Kayal,Central Defender,2,129,36,33.3%,2.09,0.00,0.00,0.70,4.19,0.70,1.40,-,0.0%,0.70,10.47,0.00,62.5%,87.5%,15.1%,5.58,7,right,0.09,0.00,0.00,0.70,Central Defender,0.00,0.00,0.00,0.00,0.00,1.40,1.40,0.00,0.00,0.00,0.70,4.88,2.09,9.07,16.05,0.00,2.09,0.00,0.70,19.53,2.79,0.70,4.88,6.98,3.49,5.58,9.77,6.28,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,-,0.00,21.3,5.58,2.79,27.91,6.98,16.74,6.28,23.02,50.23,43.95,73.95,64.88,77.4%,80.0%,0.00,0.00,0.02,0.00,0.09,0.00,2.09,0.00,0.0%,25.0%,71.4%,87.5%,9.07
373,bridfd0trsda248zbvuyehn9w,938156,R. Zarbailov,Raz Zarbailov,Centre Forward,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607140,Raz,Zarbailov,Centre Forward,6,124,21,100.0%,1.45,0.73,0.00,0.73,1.45,1.45,0.00,0.0%,-,0.00,10.16,0.00,50.0%,58.8%,3.3%,0.00,99,,0.15,1.45,0.00,2.90,Centre Forward,0.00,0.00,0.00,0.00,0.73,0.00,0.73,0.00,0.00,0.73,3.63,0.73,4.35,11.61,16.69,1.45,3.63,0.00,0.00,7.98,14.52,5.81,3.63,7.98,17.42,9.44,22.50,5.08,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.73,50.0%,1.45,12.9,2.90,5.81,13.06,5.81,0.73,0.73,2.90,15.97,18.87,41.37,21.77,73.3%,57.1%,1.45,0.00,0.11,0.00,0.15,1.45,1.45,0.73,50.0%,-,35.5%,38.5%,2.90
374,8rr96dsavz2jp1rj8fvmcg8ut,67627,S. Yeini,Sheran Yeini,Right Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,42636,Sheran,Yeini,Right Back,7,118,37,100.0%,0.76,1.53,0.00,0.00,4.58,0.76,3.05,0.0%,16.7%,4.58,38.14,0.00,85.4%,87.7%,9.2%,5.34,21,right,0.07,0.00,0.00,6.10,Right Back,0.00,0.00,0.00,0.00,0.00,5.34,1.53,0.00,0.00,0.76,0.76,3.81,11.44,4.58,19.83,1.53,3.05,0.00,0.00,54.92,7.63,1.53,1.53,5.34,5.34,3.05,12.97,7.63,1.53,0.76,4.58,0.00,0.00,0.00,0.00,0.00,-,0.00,17.6,21.36,28.98,62.54,25.17,12.97,20.59,35.85,79.32,76.27,119.75,90.76,87.4%,84.8%,1.53,0.00,0.16,0.00,0.07,0.76,0.76,0.00,0.0%,25.0%,41.2%,50.0%,7.63
