Player,Age,Passport country,Position,League,Minutes played,Assists per 90,Back passes per 90,Crosses per 90,Crosses to goalie box per 90,Deep completed crosses per 90,Deep completions per 90,Defensive duels per 90,Dribbles per 90,Duels per 90,Forward passes per 90,Goals,Goals per 90,Interceptions per 90,Key passes per 90,Long passes per 90,Matches played,Passes per 90,Passes to final third per 90,Passes to penalty area per 90,Progressive passes per 90,Progressive runs per 90,Received long passes per 90,Received passes per 90,Second assists per 90,Shot assists per 90,Shots blocked per 90,Shots per 90,Sliding tackles per 90,Successful attacking actions per 90,Successful defensive actions per 90,Through passes per 90,Touches in box per 90,xA,xA per 90,xG,xG per 90
H. Fridjonsson,30,Iceland,CF,Germany 2,411,0.22,2.85,0,0,0,0.22,2.41,1.75,33.5,1.97,2,0.44,1.97,0,0.22,8,11.17,0.66,0.22,1.09,0.44,1.53,4.38,0,0,0,2.19,0.22,2.19,3.5,0.22,3.28,0,0,1.61,0.35
L. Hinterseer,32,Austria,"CF, AMF",Germany 2,1363,0.07,5.08,0.46,0.07,0.07,0.46,3.3,1.39,26.81,5.15,2,0.13,2.25,0.26,1.52,22,17.7,2.77,1.12,2.64,0.2,1.25,11.42,0,0.26,0.13,0.92,0.26,0.99,4.56,0.33,2.31,0.19,0.01,2.94,0.19
B. Verbič,29,Slovenia,"LAMF, LWF, LW",Greece 1,1186,0.08,6.98,1.59,0.3,0.46,0.76,6.6,5.46,28.76,4.17,2,0.15,2.96,0.15,0.46,26,23.6,0.76,1.52,2.35,2.2,0.76,18.44,0.08,0.91,0.15,2.2,0,3.41,6.83,0.38,4.02,1.51,0.11,4.56,0.35
M. De Wit,24,Netherlands,"LB, LW",Holland 1,614,0.15,8.36,1.76,0.29,0.73,0.15,8.5,2.2,21.69,14.8,2,0.29,4.4,0.59,3.81,20,43.97,4.25,1.32,6.16,0.59,1.76,31.37,0.15,0.44,0.29,1.17,1.32,2.93,10.7,0.44,1.91,0.37,0.05,1.37,0.2
M. Breij,26,Netherlands,"RWF, LW, RW",Holland 1,1244,0.07,6.08,2.46,0.29,1.01,0.58,8.97,3.33,23.66,5.86,2,0.14,3.98,0.36,1.45,24,23.15,2.97,2.24,4.41,1.74,2.39,17.44,0.07,0.58,0.14,1.59,0.36,3.62,8.25,0.22,1.95,1.94,0.14,2.94,0.21
R. Kharchouch,27,"Netherlands, Morocco",CF,Holland 1,1210,0.07,5.5,0.74,0.07,0.07,0.37,3.12,2.9,33.1,3.12,2,0.15,1.86,0.37,0.45,23,20.01,1.04,0.97,1.71,1.19,2.83,9.82,0,0.52,0.22,1.49,0.15,2.16,4.17,0.22,3.12,0.75,0.06,2.3,0.17
Mateus,28,Brazil,"RWF, AMF",Japan 1,1400,0.06,6.56,3.09,1.09,1.09,1.74,4.05,5.01,18.32,8.23,2,0.13,2.89,0.58,1.54,15,27.26,2.96,5.08,5.14,1.61,0.77,18.71,0.06,2.06,0.13,2.96,0.39,4.76,5.27,1.09,2.19,3.47,0.22,2.93,0.19
H. Yamaguchi,32,Japan,"RDMF, RCMF",Japan 1,1469,0.06,5.02,0.98,0.18,0.37,0.43,4.1,0.55,10.23,11.27,2,0.12,4.96,0.18,3.12,15,32.53,6.19,1.53,4.96,0.12,0.25,19.42,0.06,0.55,0.18,0.86,0.31,0.98,7.9,0.49,1.23,1.34,0.08,0.79,0.05
S. Higashi,22,Japan,"LWB, RCMF",Japan 1,1252,0.07,7.4,3.95,0.43,1.22,2.08,3.31,1.8,10.57,18.04,2,0.14,3.67,0.5,6.33,15,46.8,7.76,6.33,10.35,1.29,1.37,35.51,0.07,1.51,0.14,0.93,0,3.02,5.61,1.15,1.8,2.1,0.15,2.2,0.16
S. Tanaka,26,Japan,RCB,Japan 1,1458,0.06,5.8,1.17,0.12,0.12,1.17,6.73,0.8,15.19,18.7,2,0.12,4.57,0.37,7.16,15,45,7.53,2.59,9.51,0.37,1.73,27.72,0,0.43,0.31,0.56,0.8,1.23,9.69,0.86,1.05,0.97,0.06,1.56,0.1
H. Tameda,29,Japan,"LW, LAMF",Japan 1,1030,0.09,7.34,2.01,0.17,0.7,0.61,4.46,2.45,14.24,6.73,2,0.17,3.15,0.17,1.31,14,26.83,2.71,1.66,3.76,1.4,2.1,20.18,0,0.44,0.09,0.79,0.61,2.45,6.03,0.52,2.62,0.38,0.03,1.07,0.09
B. Zaarura,20,Israel,"RW, CF, LCMF",Liga Leumit,1386,0.06,4.29,1.23,0.26,0.13,0.32,4.81,3.96,24.22,5.06,2,0.13,3.18,0.13,1.43,17,18.31,2.21,1.04,2.47,1.95,1.49,11.82,0,0.45,0.06,1.17,1.49,2.73,7.73,0.26,1.75,0.38,0.02,2.12,0.14
S. Bilenkyi,24,Ukraine,CF,Ligat Haal,843,0.11,7.47,0.53,0,0.11,0.85,3.42,2.03,25.52,4.59,2,0.21,1.71,0.43,1.28,13,20.93,1.92,1.07,1.6,0.53,2.03,10.78,0,0.53,0.11,1.71,0.11,1.39,3.52,0.85,3.31,0.39,0.04,2.67,0.28
Q. Ghanem,25,Israel,CF,Ligat Haal,875,0.11,5.06,0.45,0,0,0.56,2.7,1.46,26.78,2.48,2,0.21,2.25,0.11,0.68,12,15.19,1.69,0.68,1.46,0.45,2.36,7.43,0,0.45,0.11,1.8,0.23,1.24,3.49,0.11,2.7,0.61,0.07,2.39,0.27
A. Quintero,35,"Panama, Peru","LW, AMF, CF",Peru 1,1194,0.08,7.5,2.2,0.41,0.57,0.9,2.61,3.91,19.89,7.09,2,0.15,1.47,0.65,1.96,15,30.49,3.18,2.53,4.16,1.63,2.45,20.14,0.08,0.98,0,1.14,0.08,3.26,2.85,0.9,1.88,1.66,0.14,3.22,0.26
A. Alipour,27,Iran,"LAMF, CF, LW",Portugal 1,598,0.15,5.72,2.11,0.9,0.15,0.45,3.46,3.61,19.87,2.71,2,0.3,1.51,0.45,0.45,15,21.22,1.2,1.35,2.41,0.3,1.66,16.56,0,0.6,0,2.11,0.15,3.16,3.91,0.3,4.52,0.69,0.1,2.56,0.38
João Carlos,28,Brazil,CF,Portugal 1,827,0.11,3.37,0.54,0,0.22,0.33,2.83,2.83,27.53,2.5,2,0.22,2.07,0.22,1.09,23,13.49,1.52,0.65,1.41,0.65,1.31,8.27,0,0.33,0.11,2.72,0.22,2.5,3.16,0.33,2.94,0.48,0.05,3.2,0.35
Gilberto,30,Brazil,RB,Portugal 1,883,0.1,14.88,5.3,0.71,1.83,1.73,7.34,5.3,22.83,16.21,2,0.2,3.98,1.22,2.45,20,65.64,7.03,5.61,9.07,3.47,4.28,49.94,0,1.53,0.2,0.71,0.41,5.5,8.97,1.53,2.34,2.8,0.29,1.23,0.13
Zé Eduardo,23,Brazil,CF,Portugal 2,840,0.11,3.54,0.11,0,0.11,0.54,3.43,2.04,25.07,2.79,2,0.21,0.64,0.11,0.96,13,12.54,1.93,0.96,1.61,0.21,1.07,8.46,0.11,0.43,0.21,2.04,0,2.36,1.71,0.54,2.36,0.31,0.03,3.64,0.39
A. Şerban,22,Romania,"RW, RAMF",Romania 1,1480,0.06,4.68,3.34,0.3,0.79,1.34,4.32,3.16,16.05,7.18,2,0.12,1.95,0.18,2.49,30,24.14,2.25,4.01,5.47,1.34,1.34,16.66,0,1.03,0.06,2.13,0.49,3.1,4.32,0.43,1.7,2.19,0.13,2.64,0.16
Félix Mathaus,32,Cape Verde Islands,"LCB, RCB",Romania 1,2404,0.04,2.51,0.11,0,0.11,0.04,6.55,0.45,17.67,13.51,2,0.07,7.04,0.04,3.93,25,33.43,3.07,0.49,7.08,0.82,0.45,20.55,0,0.07,0.9,0.3,0.75,0.45,12.54,0.34,0.6,0.18,0.01,1.21,0.05
M. Ignatov,23,Russia,"AMF, RCMF, CF",Russia 1,1297,0.07,6.66,1.32,0.07,0.42,1.67,8.54,2.64,25.05,7.56,2,0.14,2.78,0.69,1.32,21,26.16,2.36,2.5,3.61,0.76,0.76,19.22,0,1.11,0,1.46,0.14,2.57,7.42,0.9,3.75,2.16,0.15,3.54,0.25
L. Nikolić,23,Serbia,"RB, RWB",Serbia 1,1770,0.05,4.63,4.27,0.41,1.27,0.46,6.71,2.59,15.15,13.32,2,0.1,3.71,0.31,5.59,22,32.19,5.75,3.51,8.44,1.22,1.17,21,0,0.76,0.1,0.25,0.25,3.25,8.08,0.66,0.56,2.31,0.12,0.2,0.01
F. de Jong,25,Netherlands,"LCMF, DMF",Spain 1,1917,0.05,9.62,0.99,0.09,0.38,1.46,4.79,2.25,16.24,20.28,2,0.09,3.19,0.7,3.15,24,67.04,9.01,2.86,8.69,3.15,0.66,50.61,0,1.41,0,0.75,0.42,2.72,6.76,1.64,1.5,2.58,0.12,2.83,0.13
Bryan Zaragoza,21,Spain,"RW, RAMF, LW",Spain 2,854,0.11,4.74,5.9,0.84,1.69,0.95,4.85,9.59,22.55,5.69,2,0.21,1.69,0.84,2,25,23.61,2.21,5.59,4.64,4.32,1.69,16.23,0.11,0.84,0,0.74,0,7.9,4.74,0.95,2.21,1.61,0.17,0.61,0.06
I. Hien,24,"Sweden, Burkina Faso",RCB,Sweden1,1412,0.06,2.17,0.13,0,0.06,0.32,5.16,1.27,13.7,18.1,2,0.13,4.65,0.06,5.99,17,50.48,7.78,0.51,8.54,1.21,0.25,37.35,0.06,0.25,0.89,0.7,0.06,1.59,8.6,0.45,0.96,0.61,0.04,1.84,0.12
J. Bergström,27,Sweden,CF,Sweden1,887,0.1,3.86,0.2,0,0.1,0.81,3.65,2.33,31.45,4.16,2,0.2,3.15,0.2,0.2,15,15.42,1.22,0.71,1.32,0.81,1.93,8.62,0,0.61,0.51,2.03,0.1,2.33,5.48,0.41,4.06,0.4,0.04,3.43,0.35
B. Babić,25,"Switzerland, Serbia",CF,Switzerland 1,733,0.12,3.81,0.49,0,0.25,0.74,2.7,3.07,21.24,3.68,2,0.25,0.74,0.61,0.37,22,13.87,2.09,1.35,1.72,0.74,0.86,10.19,0,0.86,0.25,1.96,0,2.7,1.84,0.98,2.95,0.74,0.09,1.69,0.21
A. Merkel,30,"Kazakhstan, Germany","LCMF, LDMF, RCMF",Turkey 1,885,0.1,7.63,0.61,0,0.2,0.31,6.81,0.41,12.41,10.68,2,0.2,4.37,0.2,3.66,14,36.71,4.98,1.22,4.58,0.41,0.2,27.25,0,0.41,0.61,0.71,1.32,0.92,9.86,0.41,1.02,0.11,0.01,1.05,0.11
İ. Parlak,36,Turkey,CF,Turkey 1,698,0.13,3.74,0.26,0,0.13,1.03,3.35,0.77,22.44,3.74,2,0.26,1.42,0.26,0.39,22,15.21,0.77,1.29,2.45,0.52,1.81,9.41,0,0.52,0,2.06,0,0.9,3.09,0.13,2.32,0.27,0.03,1.93,0.25
Y. Shakhov,32,Ukraine,"DMF, RCMF, RDMF",Ukraine 1,444,0.2,4.05,0.2,0,0.2,1.42,7.5,0.2,18.65,9.12,2,0.41,6.69,0.2,4.66,8,33.24,6.89,2.64,6.49,0.61,0.81,23.72,0,0.41,0.81,1.42,0.2,1.01,10.74,1.62,1.62,0.53,0.11,0.86,0.17
Toni Gomes,24,"Guinea-Bissau, Portugal","RAMF, LAMF, LW",Azerbaijan 1,738,0.12,6.22,1.83,0.12,0.61,0.61,4.76,6.83,26.34,4.39,3,0.37,2.68,0.24,0.73,24,22.93,1.83,2.07,3.78,4.02,1.1,14.88,0,0.61,0.12,1.83,0.24,5.37,5.73,0.24,2.8,0.43,0.05,2.9,0.35
M. Poaty,25,"France, Congo","LB, LWB",Belgium 1,2201,0.04,5.6,4.01,0.45,1.14,0.45,4.95,3.15,13.86,14.15,3,0.12,4.99,0.33,5.52,30,33,5.52,3.48,8.22,3.35,1.96,21.59,0.08,0.53,0.25,0.53,0.37,3.48,8.26,0.57,1.02,1.38,0.06,1.03,0.04
V. Triboulet,23,"Cameroon, France","CF, LW, LWF",Bulgaria 1,1199,0.08,4.65,0.3,0.08,0.15,0.68,5.63,4.5,27.7,3.6,3,0.23,1.8,0.23,0.38,14,15.91,1.5,0.9,1.05,1.88,1.2,10.28,0,0.6,0,1.43,0,2.48,5.25,0.23,2.18,0.84,0.06,2.62,0.2
K. Diawara,23,"France, Guinea","LW, CF, AMF",Cyprus 1,2132,0.04,4.26,1.01,0.08,0.17,0.89,4.52,4.09,20.68,5.07,3,0.13,1.77,0.21,0.34,28,18.87,2.53,0.89,2.32,2.87,0.84,12.79,0,0.55,0.04,1.06,0.04,3.38,4.35,0.3,2.49,1.48,0.06,2.54,0.11
M. Brown,23,England,"LDMF, RCMF, LCMF",Cyprus 1,1266,0.07,7.89,1.64,0.07,0.64,1.21,8.67,1.14,16.56,15.14,3,0.21,3.13,0.5,5.9,24,44.5,8.46,3.77,9.24,0.92,0.78,29.08,0.07,1,0.14,1.07,0.21,1.99,8.46,1.78,0.78,1.79,0.13,1,0.07
O. Rousias,30,Cyprus,CF,Cyprus 1,1603,0.06,6.23,0.79,0.06,0.39,0.56,3.65,1.35,24.2,2.53,3,0.17,1.24,0.28,1.29,26,17.24,1.35,1.01,1.35,0.62,1.97,10.56,0,0.51,0.17,1.01,0.17,1.4,3.59,0.11,2.08,1.79,0.1,3.08,0.17
B. Nygren,21,Sweden,"CF, RWF",Denmark1,900,0.1,7.6,0.5,0.2,0.2,0.6,4.4,2,18.4,4,3,0.3,1.5,0.2,0.9,25,24.2,2,1,2.5,1.7,1.2,19.2,0.1,0.6,0.2,2.2,0,1.8,3.6,0.5,3.3,0.64,0.06,4.13,0.41
J. Benet,27,France,"LCMF, AMF",France 2,1783,0.05,6.36,1.21,0.15,0.5,0.86,7.72,1.92,19.48,16.15,3,0.15,3.58,0.35,6.31,24,41.74,8.33,2.73,8.83,1.01,0.45,27.66,0,1.21,0.1,1.21,0.61,2.07,8.78,1.67,0.91,2.34,0.12,2.54,0.13
B. Santelli,31,France,"CF, RWF",France 2,1173,0.08,7.44,1.53,0.38,0.38,0.31,6.06,2.76,30.77,4.6,3,0.23,2.99,0.15,0.92,27,23.4,2.61,1.46,2.76,1.15,3.07,14.88,0.08,0.69,0.15,1.92,0.69,2.53,6.83,0.38,3.22,0.24,0.02,2.99,0.23
N. Diliberto,21,France,"RCMF, LCMF, RDMF",France 2,1835,0.05,4.71,0.69,0,0.29,0.49,7.9,0.69,17.71,12.95,3,0.15,4.37,0.25,3.09,24,35.71,5.2,1.03,5.15,1.08,0.25,22.76,0,0.98,0.25,0.78,0.25,0.98,9.51,0.39,1.23,3.06,0.15,1.8,0.09
P. Rommens,25,Belgium,"LCMF, LDMF",Holland 1,1806,0.05,5.93,1.59,0.15,0.95,0.45,5.88,1.05,13.31,16.45,3,0.15,5.13,0.5,5.08,19,43.31,8.02,2.74,8.52,0.6,0.2,29.9,0.1,1.89,0.35,1.5,0.15,2.04,8.77,0.7,0.7,4.04,0.2,1.78,0.09
J. Kitolano,21,Norway,"LDMF, RDMF, LCMF",Holland 1,2254,0.04,4.67,0.52,0.04,0.12,0.8,6.63,1.8,16.21,8.82,3,0.12,4.43,0.16,1.48,26,26.55,3.11,1.04,3.31,0.68,0.68,17.01,0.04,0.32,0.4,1.28,0.16,1.72,8.39,0.52,1.8,0.84,0.03,3.01,0.12
G. Katabi,24,Israel,CF,Liga Leumit,1822,0.05,4.62,0.21,0,0.05,0.72,2.56,0.77,19.79,3.85,3,0.15,1.08,0.36,0.51,30,16.82,1.9,0.56,1.44,0.36,2,10.77,0,0.62,0.1,1.13,0.31,0.87,2.87,0.41,2.62,0.98,0.05,3.68,0.19
B. Reyna,24,Peru,"LW, LWF, LAMF",Peru 1,802,0.12,3.45,1.36,0,0.62,1.36,4.93,7.15,24.66,6.78,3,0.34,1.97,0.62,1.48,11,20.34,2.34,2.71,3.7,4.07,1.48,14.05,0,1.11,0.12,1.73,0.12,5.92,4.56,0.74,3.7,1.36,0.17,2.48,0.31
F. Bamgboye,24,"Nigeria, Hungary","LAMF, LW",Romania 1,713,0.13,5.18,2.52,0,0.63,1.14,8.33,3.28,27.52,5.55,3,0.38,2.9,0.63,0.63,12,20.7,1.14,3.16,3.41,1.77,1.77,14.26,0.38,1.26,0,2.02,0.38,4.04,8.46,0.5,3.53,0.58,0.07,1.99,0.25
S. Nicholson,26,Jamaica,"CF, LWF",Russia 1,933,0.1,4.73,0.96,0.19,0.19,1.45,2.22,2.03,18.33,3.67,3,0.29,2.03,0.68,0.96,22,19.2,1.74,1.35,2.51,1.35,1.93,14.08,0.1,0.96,0.39,2.51,0.19,1.74,3.28,0.58,7.04,1.49,0.14,5.46,0.53
Đ. Gordić,18,Serbia,"AMF, RDMF, LCMF",Serbia 1,1168,0.08,6.7,0.85,0.15,0.23,0.62,6.93,2.85,24.97,9.32,3,0.23,2.23,0.39,1.77,16,28.05,3.16,1.23,3.93,1.16,1.16,17.26,0.08,0.46,0,0.85,0.31,2.08,6.78,0.31,1.39,0.88,0.07,1.07,0.08
Y. Baraye,30,"Senegal, Portugal","RW, RAMF, LAMF",Serbia 1,1498,0.06,5.18,2.05,0.32,0.89,1.21,6.71,5.05,26.08,5.82,3,0.18,1.85,0.38,1.02,29,21.54,2.17,3,3.96,1.79,1.66,13.68,0.19,1.21,0,2.3,0.38,5.18,6.33,0.32,2.43,2.2,0.14,3.91,0.25
L. Sætra,31,Norway,RCB,Sweden1,2711,0.03,3.59,0.03,0,0,0.37,2.86,0.33,11.25,27.59,3,0.1,4.61,0.03,3.92,30,80.34,7.97,0.8,10.06,1.46,0.4,66.1,0,0.1,0.43,0.46,0.17,0.43,6.61,0.63,0.63,0.25,0.01,2.14,0.07
A. Abubakar,25,"Ghana, Portugal","CF, RAMF, RW",Switzerland 1,1363,0.07,5.74,1.52,0.2,0.33,1.12,3.83,6.21,22.98,4.56,3,0.2,1.32,0.4,0.4,23,19.68,0.99,1.98,2.44,3.24,1.25,13.21,0.07,1.25,0.07,1.58,0,4.89,3.17,0.33,3.24,1.95,0.13,3.9,0.26
A. Boryachuk,26,Ukraine,CF,Ukraine 1,599,0.15,6.16,0,0,0,0.45,2.85,3.31,28.55,4.06,3,0.45,0.6,0,1.2,8,19.38,1.5,0.6,2.55,1.2,1.8,13.07,0.15,0,0.15,2.25,0.45,1.95,2.85,0.45,2.1,0,0,2.16,0.32
A. Samatta,30,Tanzania,CF,Belgium 1,1139,0.08,5.69,0.87,0.08,0.32,0.79,3.16,2.77,27.1,4.03,4,0.32,1.82,0.4,1.26,25,18.73,1.66,1.19,2.13,0.79,1.42,12.09,0,0.63,0.08,2.05,0.08,2.45,3.71,0.32,2.84,1.12,0.09,3.82,0.3
I. Stefanov,24,Bulgaria,"AMF, CF",Bulgaria 1,1365,0.07,4.62,0.87,0,0.2,0.54,2.68,2.48,24.58,4.22,4,0.26,1.61,0.27,0.54,25,18.35,1.41,1,0.94,0.67,0.94,11.25,0.07,0.6,0,1.61,0.33,2.08,4.15,0.4,3.28,0.78,0.05,3.88,0.26
C. Zúñiga,31,Colombia,CF,Costa Rica 1,1174,0.08,3.83,0.54,0.08,0.31,0.15,3.53,1.92,19.01,2.91,4,0.31,1.84,0.23,0.92,20,13.57,1.69,0.61,1.84,0.38,2.22,8.82,0,0.61,0,3.07,0.46,2.45,4.37,0.15,3.22,0.81,0.06,6.59,0.51
B. Esselink,23,Netherlands,"LCB, CB, RCB",Cyprus 1,2055,0.04,1.01,0.09,0,0,0.18,5.39,0.39,13.05,19.31,4,0.18,5.12,0.09,7.97,22,41.91,4.51,0.26,10.16,0.83,0.04,25.8,0.04,0.04,0.53,0.53,0.13,0.53,8.93,0.61,0.61,0.63,0.03,1.76,0.08
S. Kolašinac,29,"Germany, Bosnia and Herzegovina","LCB, LWB",France 1,1693,0.05,7.12,1.17,0.27,0.37,0.37,8.45,0.64,16.69,17.33,4,0.21,3.72,0.16,2.29,25,46.94,5.21,0.96,4.68,1.97,1.01,33.07,0,0.37,0.11,0.8,0.53,1.17,9.94,0.16,1.91,0.91,0.05,4.67,0.25
V. Sarveli,25,Russia,"RWF, CF",Russia 1,1422,0.06,6.77,1.01,0.25,0.32,0.95,4.11,2.85,19.11,5.06,4,0.25,1.96,0.25,0.44,26,25.7,2.28,1.9,2.03,1.96,2.41,21.08,0,0.82,0.25,2.28,0.13,3.16,4.43,0.57,4.94,1.18,0.07,5.92,0.37
E. Bicfalvi,35,"Romania, Hungary","CF, AMF",Russia 1,1953,0.05,4.47,0.97,0.09,0.37,1.11,3.41,2.63,27.24,6.04,4,0.18,2.17,0.37,1.15,26,21.15,2.58,1.94,2.21,1.01,2.07,12.35,0.05,1.06,0.09,2.58,0.09,2.44,4.33,1.06,4.98,1.53,0.07,6.49,0.3
L. Olden Larsen,24,Norway,"LWF, LW",Sweden1,916,0.1,7.76,2.26,0.2,0.29,1.87,6.58,4.42,20.24,7.86,4,0.39,1.67,0.2,1.08,19,29.18,2.16,2.95,3.93,1.47,1.87,23.29,0.2,0.98,0,3.34,0.1,3.93,5.01,0.69,4.62,1.08,0.11,3.09,0.3
E. Bekiroğlu,27,"Germany, Turkey","AMF, LCMF",Turkey 1,1607,0.06,8.23,1.01,0.11,0.34,1.51,4.2,2.35,13.39,7.9,4,0.22,1.46,0.39,2.8,25,36.91,4.65,2.8,5.43,1.51,0.78,29.51,0.06,0.95,0.06,1.79,0.11,2.41,3.92,1.51,2.18,1.95,0.11,4.5,0.25
Wilson Eduardo,32,"Portugal, Angola","CF, AMF, LCMF",Turkey 1,802,0.11,5.27,1.35,0.22,0.11,0.79,3.25,1.23,12.23,3.7,4,0.45,1.8,0.34,0.67,16,16.72,1.35,1.8,1.46,0.79,1.01,11.45,0,0.56,0.11,1.91,0.11,1.46,3.37,0.11,2.47,0.34,0.04,3.15,0.35
D. Balanyuk,26,Ukraine,CF,Bulgaria 1,1226,0.07,3.89,0.07,0.07,0,0.44,3.16,2.2,21.14,2.5,5,0.37,1.25,0.44,0.44,24,11.97,0.73,0.44,1.17,0.59,1.62,7.27,0,0.81,0.22,1.76,0.22,2.35,3.23,0.29,2.5,1.9,0.14,5.71,0.42
Rafa Lopes,31,Portugal,CF,Cyprus 1,1550,0.06,5.05,1.1,0,0.23,0.7,3.31,0.52,21.25,4.7,5,0.29,1.45,0.35,0.23,26,18.75,2.44,1.34,2.09,0.41,1.8,12.83,0,0.58,0.17,2.21,0.41,1.92,3.72,0.17,3.89,1.47,0.09,6.43,0.37
Rafael Ratão,27,Brazil,"LW, RWF, LAMF",France 1,1541,0.06,9.87,2.16,0.29,0.82,1.28,7.42,3.85,23.89,7.3,5,0.29,3.8,0.88,1.23,23,35.33,2.74,3.33,4.61,1.93,2.28,26.28,0,1.34,0,1.4,0.29,3.27,8.06,0.76,2.92,3.54,0.21,5.52,0.32
T. Noslin,23,Netherlands,"RAMF, RW, RWB",Holland 1,1092,0.08,5.11,2.55,0.74,0.99,0.99,6.76,4.7,25.8,6.76,5,0.41,3.3,0.74,1.65,23,25.47,2.97,2.55,4.53,1.73,2.55,15.91,0.16,0.99,0.08,1.98,0.33,4.2,7.66,0.41,3.38,2.82,0.23,2.51,0.21
K. Quevedo,26,Peru,"RAMF, LAMF, RW",Peru 1,965,0.09,2.7,2.61,0.47,0.65,0.47,2.42,6.62,18.75,6.34,5,0.47,1.12,0.28,1.68,13,21.54,2.89,2.24,5.13,2.52,2.52,17.63,0,1.12,0,3.36,0.19,6.06,2.42,0.56,2.7,1.18,0.11,2.44,0.23
S. Pinyaev,18,Russia,"LW, LAMF, RWB",Russia 1,1360,0.07,6.68,3.77,0.26,1.19,1.59,4.04,8.8,21.24,7.21,5,0.33,2.38,0.53,1.85,20,28.52,2.51,4.9,5.82,5.1,2.38,19.85,0.13,1.39,0.07,3.51,0.53,8.01,5.23,0.6,3.57,1.69,0.11,3.92,0.26
O. Olusegun,21,Nigeria,"LWF, RWF",Russia 1,1759,0.05,7.78,0.51,0.05,0.26,0.2,4.35,4.04,21.69,3.74,5,0.26,2.66,0.2,1.13,24,23.74,1.28,0.72,2.2,1.53,1.23,16.42,0.05,0.92,0.1,1.64,0.26,3.02,5.32,0.31,1.74,1.15,0.06,2.54,0.13
H. Radetinac,37,"Bosnia and Herzegovina, Sweden","RWF, LWF, LB",Sweden1,2249,0.04,8,1.64,0.12,0.4,1.32,5.92,3.4,24.77,7.72,5,0.2,2.32,0.32,1.76,29,32.89,3.32,2.56,4.32,1.64,2.08,24.81,0.08,0.76,0.12,1.24,0.32,2.88,5.96,0.68,3.4,1.28,0.05,3.79,0.15
R. Damus,23,Haiti,CF,Sweden1,1603,0.06,2.41,0.62,0.11,0.28,0.22,4.88,2.13,23.92,0.67,5,0.28,0.84,0.17,0.34,25,7.02,0.28,0.62,0.79,0.95,1.57,5.33,0,0.39,0.06,1.8,0.34,1.91,3.99,0.11,2.36,0.9,0.05,5.2,0.29
J. Muleka,23,Congo DR,"RAMF, RWF, CF",Turkey 1,1310,0.07,5.84,1.85,0.27,0.76,0.76,5.02,3.09,21.85,4.74,5,0.34,2.54,0.76,1.03,29,20.75,1.99,2.2,3.23,0.96,2.13,13.95,0,0.82,0,2.54,0.14,2.95,5.63,0.48,3.37,2.93,0.2,5.68,0.39
F. Mazurek,29,Argentina,"CF, AMF",Azerbaijan 1,2473,0.04,6.02,1.09,0.15,0.26,0.9,4.52,3.39,20.88,8.35,6,0.22,1.92,0.26,2.86,32,26.56,4.97,2.07,4.29,1.13,1.24,17.42,0.04,0.56,0.11,1.54,0.49,2.71,5.12,1.17,1.62,1.88,0.07,3.16,0.12
O. Edvardsen,24,Norway,"LW, LAMF",Holland 1,1725,0.05,5.37,1.67,0.21,0.37,0.68,5.11,4.33,21.13,5.43,6,0.31,3.44,0.37,1.83,21,22.02,1.67,2.09,3.6,1.88,0.89,13.83,0.1,0.52,0.1,1.36,0.57,3.29,7.15,0.57,2.14,0.81,0.04,3.4,0.18
K. Kangwa,23,Zambia,"RCMF, AMF, RDMF",Serbia 1,1667,0.05,11.39,2.65,0.22,1.08,1.4,6.26,3.56,18.46,14.09,6,0.32,3.29,0.49,5.13,26,64.03,11.66,4.32,9.66,1.84,0.65,49.83,0.16,1.3,0.05,2.59,0.27,4.32,7.18,1.51,1.94,1.98,0.11,3.87,0.21
N. Bahoui,32,"Sweden, Morocco","CF, LAMF",Sweden1,1649,0.05,3.88,0.44,0.05,0.11,0.76,3.11,1.31,22.81,3.22,6,0.33,1.53,0.22,0.33,23,13.86,1.15,0.98,1.09,0.87,1.36,10.48,0,0.55,0.22,2.62,0.05,1.86,3.17,0.11,4.15,0.61,0.03,6.92,0.38
O. Romeny,22,Netherlands,"CF, RAMF, LAMF",Holland 1,1960,0.05,9.23,1.42,0.09,0.23,0.6,3.95,3.81,21.58,4.5,7,0.32,2.07,0.28,0.87,25,27.37,1.52,1.61,2.66,2.02,1.42,20.94,0,0.55,0.18,1.47,0.09,3.17,4.41,0.28,2.48,0.75,0.03,4.45,0.2
Ramon,32,Brazil,CF,Azerbaijan 1,2507,0.04,3.84,1.01,0.15,0.3,0.82,3.5,2.49,16.76,3.69,8,0.29,2.31,0.37,1.38,32,17.43,2.2,1.41,2.09,0.41,1.6,11.95,0.07,0.63,0.15,2.64,0.22,2.46,4.02,0.56,4.1,2.09,0.08,10.18,0.38
S. Giménez,21,"Argentina, Mexico",CF,Holland 1,1379,0.07,2.61,0.26,0.07,0.07,1.11,2.22,4.31,23.04,1.5,8,0.52,0.98,0.39,0.33,24,10.57,0.78,0.65,0.65,1.24,2.09,9.33,0.07,0.72,0.07,3.2,0.13,3.13,2.28,0.13,5.22,1.87,0.12,8.27,0.54
