Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,Duel%D3,DuelsD3,SeqShotStart,SeqGoalStart,RcvryA3,RcvryM3,Clrnce,Tckl,Shoot%,CrsPs%,CrossOpen,TchsA3,ThrghBalls,Ps%Att3rd,Pass%OpHf,LongBall%,LgBallCp,ShirtNumber,PrefFoot,xG,Offsides,ErrShot,FoulCom,Position,BgChncGoal,Cleared,RedsResc,Red,Yellow,Int,PsCmpInBox,GoalOBx,ShtOBox,OFF,FoulSuf,PsLostD3,PsLostA3,PsLostM3,PossLost,KeyPass,TouchOpBox,PsCmpSoP,PsSoP,PsOpHfScs,DuelLs,AerialLoss,AerialWon,SucflDuels,DuelsOff,Aerials,Duels,DuelsDef,ChancesCreatedPer90,CrossCmp,Crosses,ShtAf1v1,xAAf1v1,Sc1v1InBox,1v1InBox,Success1v1,1v1%,1v1,PsDist,PsCmpA3,PsRecA3,PsOppHalf,PsInA3rd,PsIntoOpHf,ProgPass,FwdPass,PsCmp,PsRec,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
320,2aryulqex3ercfr5naj04x9zp,174594,D. Sabi'a,Diaa Sabi'a,Central Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104614,Diaa,Sabi'a,Central Midfielder,3,255,31,50.00%,0.71,1.41,0,0.35,2.12,0,1.06,22.20%,28.60%,1.76,32.47,0.71,74.10%,78.40%,5.70%,2.12,91,left,0.59,0.35,0,0.35,Central Midfielder,0.35,0,0,0,0.35,0.35,2.82,0.35,0.71,1.06,0.35,1.41,8.47,3.88,13.76,2.12,6,0,0,24.35,3.88,0.71,0,2.12,4.24,0.71,6,1.76,2.47,0.71,2.47,0,0,0.35,0.35,0.71,50.00%,1.41,14.8,18,19.06,31.41,22.24,0.35,3.18,8.47,29.65,33.18,50.82,37.41,79.20%,81.00%,2.47,0.35,0.41,0.71,0.59,3.18,3.53,2.12,60.00%,40.00%,35.30%,0.00%,2.82
320,e3ywhx6xuy36x8cous1fq7yll,329896,E. Kartsev,Eden Kartsev,Central Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,429570,Eden,Kartsev,Central Midfielder,9,255,24,80.00%,1.76,0,0,0,7.06,1.06,4.24,0.00%,0.00%,0.35,13.41,0,74.50%,85.90%,11.10%,4.24,72,,0.02,0,0,2.82,Central Midfielder,0,0,0,0,1.06,2.12,0,0,1.06,0.35,2.47,3.53,2.12,7.76,13.41,0,0,0.71,1.06,32.82,4.59,0.35,0.71,7.76,4.94,1.06,12.35,7.41,0,0,0.35,0,0,0,0,0.35,50.00%,0.71,18.4,7.41,7.06,40.24,8.12,10.24,9.53,20.47,52.59,42,79.76,63.53,82.80%,91.30%,0,0,0.04,0,0.02,1.06,1.06,0.71,66.70%,46.70%,62.90%,66.70%,9.88
322,d1kheewytl0gmg4h9ot47um3u,688560,S. Nahmani,Stav Nahmani,Centre Forward,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512259,Stav,Nahmani,Centre Forward,5,252,21,100.00%,0.36,0,0,0.71,1.43,0,0.36,33.30%,0.00%,0.36,14.64,0,71.40%,70.60%,2.00%,0.36,17,right,0.29,0,0,1.07,Centre Forward,0.36,0,0,0,0,0.71,0.71,0,0,0.36,0.71,0.36,5,3.21,8.57,0,3.21,0.36,0.36,8.93,5.71,2.14,0.71,3.93,7.86,2.86,9.64,1.79,0,0,0.36,0,0,0,0,2.14,54.50%,3.93,12.9,5.71,6.43,12.5,7.14,0.36,1.07,2.5,13.93,13.21,29.64,17.5,79.60%,80.00%,0,0,0.03,0.36,0.29,1.07,1.07,0.71,66.70%,33.30%,40.70%,25.00%,2.14
323,8lvhd97efhjcg03fj1num1bzd,212662,D. Adeniran,Dennis Adeniran,Central Midfielder,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,183645,Dennis,Adeniran,Central Midfielder,6,251,25,66.70%,1.08,1.08,0,0.36,2.87,0,1.08,100.00%,100.00%,0.72,6.81,0,47.10%,80.00%,14.50%,0.72,3,right,0.05,0,0,0.72,Central Midfielder,0.36,0,0,0,0,1.43,0.36,0,0,0,2.87,1.43,2.87,7.17,11.47,0,1.08,0,0,7.53,5.02,2.51,0.72,5.74,6.81,3.23,10.76,3.94,0,0.72,0.72,0,0,0,0.36,1.08,33.30%,3.23,19.7,2.51,2.15,11.12,3.23,3.94,2.87,7.53,15.06,12.55,35.5,19.72,76.40%,77.80%,0,0,0.02,0.36,0.05,0.36,0.36,0.36,100.00%,50.00%,53.30%,22.20%,5.74
324,6t5ug0vm471b2inj8zqslcvs9,,I. Davidov,Ido Davidov,Central Midfielder,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234839,Ido,Davidov,Central Midfielder,10,248,29,44.40%,3.27,1.45,0.36,0.73,2.9,0.73,4.35,25.00%,20.00%,1.81,13.43,0,56.10%,64.00%,15.80%,1.81,18,,0.15,0,0.36,1.81,Central Midfielder,0,0,0,0,0.36,1.81,1.09,0,0,1.09,1.09,3.99,5.08,8.35,17.42,1.09,3.27,0,0,13.43,6.17,1.09,0.73,6.17,2.9,1.81,12.34,9.44,1.09,0.36,1.81,0,0,0,0,0,0.00%,0.73,16.7,5.44,5.08,22.86,8.71,4.72,6.17,17.78,23.95,21.05,54.8,36.65,65.30%,65.20%,1.09,0,0.13,0.36,0.15,1.45,1.45,0.36,25.00%,27.80%,50.00%,40.00%,6.53
325,6dzd8in09ow78ht4d36hdad7u,,Y. Tomer,Yoav Tomer,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433676,Yoav,Tomer,Centre Forward,9,245,26,-,0,0,0,0,1.1,0.37,0,0.00%,0.00%,0.37,5.51,0,63.60%,66.70%,2.40%,0,28,,0.37,0.37,0,0,Centre Forward,0,0,0,0,0,0,0.73,0,0,0.73,0.73,0.73,1.84,5.88,8.45,0,1.47,0,0.37,5.51,5.88,4.41,2.2,2.94,6.61,6.61,8.82,2.2,0,0,0.37,0,0,0,0,0,0.00%,0.37,12.4,2.2,4.04,8.82,2.57,1.1,0.73,3.67,10.65,13.59,22.04,15.43,69.00%,85.70%,0,0,0.01,0,0.37,1.1,1.1,0.37,33.30%,0.00%,33.30%,33.30%,1.47
326,bel4b2exo7azkydmtbk6qc1sk,,B. Tambedou,Bubacarr Tambedou,Centre Forward,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,571617,Bubacarr,Tambedou,Centre Forward,6,244,22,33.30%,1.11,1.11,0,0.74,3.32,0.37,0.74,0.00%,50.00%,0.74,16.97,0,61.90%,61.10%,4.80%,0.74,17,,0.24,1.11,0,1.11,Centre Forward,0,0,0,0,0.37,0,0.74,0,0.37,1.84,2.21,1.11,8.85,8.85,18.81,0.74,4.06,0,0,8.48,10.33,5.9,2.21,6.27,12.91,8.11,16.6,3.69,0.74,0.37,0.74,0,0,0,0.37,1.11,37.50%,2.95,14.6,5.16,9.22,14.02,7.75,0.74,0.74,2.21,14.75,20.29,43.52,23.24,63.50%,66.70%,0.74,0,0.07,0,0.24,2.21,2.21,0.37,16.70%,40.00%,37.80%,27.30%,4.43
327,7mog0f7cncmy6airdy3akurfu,619785,S. Podgoreanu,Suf Podgoreanu,Left Back,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,519337,Suf,Podgoreanu,Left Back,16,234,22,75.00%,1.54,0.38,0,0.77,3.08,1.15,2.69,0.00%,0.00%,4.23,33.46,0,69.00%,74.60%,8.00%,1.15,17,right,0.11,0.38,0,2.31,Left Back,0,0,0,0,0.77,0,1.54,0,1.15,1.15,0.38,1.54,13.08,4.62,19.23,0.38,4.23,0,0,19.62,7.69,0.77,1.15,5.77,8.46,1.92,13.46,5,0.77,0,4.23,0,0,0,0,1.54,50.00%,3.08,17.3,13.85,17.69,26.54,18.85,2.31,3.85,7.69,26.15,35.77,58.85,33.85,77.30%,75.00%,0.77,0.38,0.2,0,0.11,1.54,2.31,0.38,16.70%,33.30%,42.90%,60.00%,5
328,3uarn41m5l6szfj28d0hfaa51,37159,T. Hemed,Tomer Hemed,Centre Forward,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,38499,Tomer,Hemed,Centre Forward,10,218,36,-,0,0,0,0.41,0.83,1.24,0.83,14.30%,25.00%,1.65,22.71,0,63.30%,68.30%,3.90%,0.41,29,right,0.37,0,0,0.83,Centre Forward,0,0,0,0,0.41,0,0.41,0,0,1.65,0,0,8.26,3.72,11.97,0.41,8.67,0.41,0.41,12.8,9.5,7.02,2.48,3.72,11.97,9.5,13.21,1.24,0.41,0.41,1.65,0,0,0,0,0.41,100.00%,0.41,12.7,7.84,13.21,18.17,11.56,1.24,2.06,5.37,14.86,20.64,36.33,21.06,70.60%,67.90%,0.41,0,0.05,0.41,0.37,2.89,3.72,1.24,33.30%,33.30%,28.10%,26.10%,1.24
328,4yyv3iaih43qzc300whcfreg9,,H. Shalom,Harel Shalom,Left Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549491,Harel,Shalom,Left Back,6,218,26,25.00%,1.65,2.06,0,0,4.13,1.65,1.24,-,16.70%,2.48,26.42,0.41,80.00%,88.00%,5.90%,1.24,3,,0.01,0,0,0.83,Left Back,0,0,0,0,0,0.83,1.65,0,0,0,0.41,4.13,6.19,4.95,15.28,2.06,1.65,0,0,38.81,5.78,2.06,2.06,4.54,3.3,4.13,10.32,7.02,2.06,0.41,2.48,0,0,0,0,0.83,50.00%,1.65,16.3,14.86,12.8,45,16.1,3.72,9.08,21.88,61.51,58.21,92.06,69.77,88.20%,92.30%,2.06,0,0.09,0,0.01,0,0.41,0,0.00%,40.00%,44.00%,50.00%,8.67
330,87xq43y9hzw7lhfsilnx5sxnu,223973,M. Levi,Máximo Levi,Right Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,443934,Máximo,Levi,Right Back,4,215,28,75.00%,3.35,1.67,0,0.42,1.67,0.84,2.09,-,50.00%,0.84,3.77,0,69.20%,76.50%,12.30%,1.26,29,right,0,0,0,1.26,Right Back,0,0,0,0,0.42,1.26,0.84,0,0,0,1.26,5.86,1.26,4.6,11.72,1.26,0,0,0,7.95,1.26,0,0,3.77,1.26,0,5.02,3.77,1.26,0.42,0.84,0,0,0,0,0.42,100.00%,0.42,18.2,1.26,0.84,11.72,1.26,4.6,3.77,14.23,22.6,20.93,48.14,30.56,74.00%,100.00%,1.26,0,0.02,0,0,0,0,0,-,80.00%,75.00%,-,5.44
331,d64i5cx1s0qogghazwq1elrvu,,A. Salem,Aviv Salem,Left Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,623993,Aviv,Salem,Left Back,9,211,24,60.00%,4.27,1.71,0,0.85,2.56,0.85,2.99,0.00%,26.70%,5.97,25.17,0.43,51.60%,57.60%,14.10%,1.71,17,,0.07,0,0,0.85,Left Back,0,0,0,0,0.43,0.85,2.56,0,0.85,0.85,2.56,5.97,12.37,7.68,26.02,1.71,2.13,0.85,0.85,11.09,5.55,0.85,0.43,7.25,5.97,1.28,12.8,6.82,1.71,1.71,6.4,0,0,0,0.43,1.28,37.50%,3.41,19.5,4.69,12.8,21.75,8.96,7.68,4.27,14.93,24.74,38.39,75.5,39.24,63.00%,52.40%,1.71,0,0.09,0,0.07,1.71,1.71,0.85,50.00%,54.50%,56.70%,33.30%,5.55
332,3k095vedqejsrrry5mqfea1nt,309176,T. Thomas,Trazié�Thomas,Central Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,208544,Trazié�Thomas,Zai,Central Midfielder,7,207,24,16.70%,2.61,0.43,0.43,0,3.04,0,0.43,0.00%,0.00%,0.43,13.91,0,82.60%,83.90%,12.80%,3.48,10,,0.3,0,0,1.3,Central Midfielder,0,0,0,0,0,1.3,0.43,0,0.43,1.3,2.17,2.17,3.48,3.48,9.13,0.43,2.61,0.43,0.43,13.04,6.52,0.87,0.43,3.48,4.78,1.3,10,5.22,0.87,0,0.43,0,0,0,0,0.43,20.00%,2.17,17,5.22,6.96,16.09,6.52,2.61,5.22,10.87,28.26,29.57,48.26,33.91,83.30%,80.00%,0.87,0.43,0.05,0,0.3,1.74,1.74,0.43,25.00%,12.50%,34.80%,33.30%,4.78
333,98xo1msy4jq8bwhzwckvvinyt,236725,D. Antilevskiy,Dmitri Antilevskiy,Centre Forward,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,229777,Dmitri,Antilevskiy,Centre Forward,5,204,26,50.00%,0.88,0,0,0.44,1.76,0,0.44,16.70%,0.00%,0.88,18.53,0,52.20%,60.00%,6.00%,0,90,right,0.29,1.32,0,0.44,Centre Forward,0.44,0,0,0,0.44,0.44,1.76,0,1.32,1.76,0.88,0.44,7.5,8.82,16.76,0.44,6.62,0,0,8.38,7.94,3.97,0.88,2.65,7.94,4.85,10.59,2.65,0.44,0,0.88,0,0,0,0,0.44,25.00%,1.76,14.8,5.74,11.03,14.12,9.26,0.88,3.97,6.62,15.44,22.5,39.71,22.06,70.00%,61.90%,0.44,0,0.05,0.44,0.29,2.65,3.97,0.88,22.20%,50.00%,25.00%,18.20%,2.21
334,7el86xrmtig7douf3cnj5a11x,95189,T. Ben Haim,Tal Ben Haim,Left Centre Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74419,Tal,Ben Haim,Left Centre Back,7,202,34,75.00%,3.56,0.45,0,0.89,0.45,0,1.34,50.00%,100.00%,0.45,14.7,0,68.00%,66.70%,6.30%,0.45,11,both,0.1,1.34,0,0,Left Centre Back,0,0,0,0,0,0.45,2.23,0,0,0.45,3.12,5.35,4.01,10.25,19.6,1.34,3.56,0,0,12.48,5.35,1.34,2.67,7.57,8.47,4.01,12.92,4.46,1.34,0.45,0.45,0,0,0,0.45,0.45,11.10%,4.01,17.7,6.68,10.69,19.6,8.02,3.56,4.46,11.14,20.5,28.96,49.01,28.51,71.90%,88.20%,1.34,0,0.12,0.45,0.1,0.89,2.23,0.45,20.00%,75.00%,58.60%,66.70%,5.35
335,b67qmkv0nbnemxek7y9m3omei,523887,N. Bonnet,Noam Bonnet,Central Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,482610,Noam,Bonnet,Central Midfielder,7,199,21,50.00%,0.9,0.9,0,0.45,3.17,0,1.81,0.00%,25.00%,0.9,14.47,0,57.10%,70.50%,9.50%,1.36,10,,0.02,0,0,2.26,Central Midfielder,0,0,0,0,0.9,0.45,1.81,0,0,0.45,2.71,1.36,7.24,5.88,14.47,0.45,3.17,0,0,17.19,5.43,0.9,0.9,6.78,6.33,1.81,12.21,5.88,0.9,0.45,1.81,0,0,0,0,1.36,100.00%,1.36,17.5,4.52,8.14,24.87,8.14,4.97,6.78,12.66,28.94,27.14,55.63,37.99,76.20%,55.60%,0.9,0.45,0.15,0,0.02,0.45,0.45,0,0.00%,20.00%,55.60%,50.00%,5.43
336,dvqars5b48bx1bfbdogsv21ud,127412,R. Gershon,Rami Gershon,Left Centre Back,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,76983,Rami,Gershon,Left Centre Back,5,189,35,100.00%,0.48,0.48,0,0,3.81,1.43,0.48,-,-,0,2.86,0,77.80%,89.70%,4.60%,1.9,55,left,0,0,0,0.48,Left Centre Back,0,0,0,0,0,0.95,0,0,0,0,0.48,0.48,0.48,2.38,3.33,0.48,0,0,0,28.57,0.48,0,1.43,2.38,0.48,1.43,2.86,2.38,0.48,0,0,0,0,0,0,0,-,0,16.8,2.38,0.95,30.48,2.86,11.9,12.38,22.38,68.57,56.67,78.57,71.9,95.40%,83.30%,0.48,0,0.01,0,0,0,0,0,-,100.00%,83.30%,100.00%,5.24
337,4a0719e0ghxhs19fye3dfbv11,149834,M. Kabha,Marwan Kabha,Central Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,87625,Marwan,Kabha,Central Midfielder,11,184,33,42.90%,3.42,0,0,0.49,2.93,4.89,1.96,0.00%,0.00%,1.96,7.34,0,65.70%,76.30%,19.80%,5.38,8,left,0.03,0,0,0.98,Central Midfielder,0,0,0,0,0,2.45,0.98,0,1.96,1.96,0,5.38,2.45,10.76,18.59,0,0,0.98,1.47,24.46,5.38,0.98,0.98,3.42,2.45,1.96,8.8,6.36,0,0,1.96,0,0,0,0,0.49,25.00%,1.96,22.7,2.45,3.42,32.28,2.45,13.7,11.25,26.9,44.02,41.09,77.28,56.74,77.60%,100.00%,0,0,0.06,0,0.03,1.96,2.45,0,0.00%,25.00%,38.90%,50.00%,6.85
338,6r4poxy18ll5v8l675v6pp10q,,O. Barzilay,Ohad Barzilay,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,635306,Ohad,Barzilay,Centre Forward,6,183,25,50.00%,0.98,0.98,0,0.49,0.49,0.49,0.98,0.00%,0.00%,0.49,16.23,0,56.00%,65.80%,6.50%,0.49,24,,0.19,2.46,0,0.49,Centre Forward,0,0,0,0,0,0,0.49,0,0,0,0.49,0,6.39,6.39,12.79,0.49,5.41,0,0,12.3,4.43,3.44,3.44,5.9,7.38,6.89,10.33,2.95,0.49,0,0.49,0,0,0,0,0.98,66.70%,1.48,15.4,6.89,9.84,19.67,10.82,0.98,0.98,8.36,14.26,19.18,32.95,22.62,63.00%,63.60%,0.49,0,0.03,0,0.19,0.98,1.48,0.98,66.70%,100.00%,57.10%,50.00%,1.48
339,2ad9ug8t031qvfbf9mluq24et,92582,I. Nitzan,Itamar Nitzan,Goalkeeper,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104934,Itamar,Nitzan,Goalkeeper,2,180,36,100.00%,0.5,2.5,0,0,0,0,0,-,-,0,0,0,0.00%,-,52.40%,7.5,16,,0,0,0,0,Goalkeeper,0,0.5,0,0,0.5,0,0,0,0,0,0,9,0,0,9,0,0,0,0,2.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,-,0,33.3,0,0,10,0,10,0.5,17.5,22.5,17.5,37,31.5,71.40%,-,0,0,0,0,0,0,0,0,-,-,100.00%,100.00%,3
339,2bjhl48jqa52ubwteuvmgiihg,,Y. Zambrowski,Yaar Zambrawski,Left Centre Back,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607141,Yaar,Zambrawski,Left Centre Back,2,180,21,66.70%,3,0,0,0,1,10,1.5,-,-,0,0,0,0.00%,0.00%,45.20%,0.5,26,,0,0,0,0.5,Left Centre Back,0,0,0,0,0.5,2,0,0,0,0,0,7.5,0,2.5,10,0.5,0,0,0,0.5,1.5,0.5,0.5,2,0.5,1,3.5,3,0.5,0,0,0,0,0,0,0,-,0,29,0,0,6,0,5.5,0,9.5,6.5,4.5,34,15.5,41.90%,-,0.5,0,0,0,0,0,0,0,-,66.70%,57.10%,50.00%,2.5
341,60jptu288hf6gcljkbzcdie39,167695,K. Peterson,Kristoffer Peterson,Left Attacking Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,109014,Kristoffer,Peterson,Left Attacking Midfielder,5,179,29,33.30%,1.51,0.5,0,0.5,0.5,0.5,0.5,0.00%,30.80%,5.53,45.75,0,64.30%,72.30%,7.90%,1.51,23,right,0.13,0,0,1.01,Left Attacking Midfielder,0,0,0,0,0.5,0,3.52,0,0,0.5,1.51,1.51,18.6,2.51,22.63,2.51,6.03,0,0,19.11,7.54,0,0.5,6.54,11.06,0.5,14.08,3.02,2.51,2.01,6.54,0,0,0.5,0.5,4.02,47.10%,8.55,16.6,16.09,26.15,25.64,22.12,2.01,2.01,6.54,24.13,38.21,60.34,31.68,76.20%,72.70%,2.51,0,0.28,0,0.13,1.01,2.51,0.5,20.00%,33.30%,46.40%,100.00%,2.51
342,evktllmp3l6mfb6o4im0ag0ve,615560,Y. Malede,Yonas Malede,Right Attacking Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,446792,Yonas,Malede,Right Attacking Midfielder,7,177,24,66.70%,1.53,0.51,0,2.54,1.53,0,0,100.00%,0.00%,3.56,26.95,0.51,40.00%,41.40%,0.00%,0,15,right,0.33,0,0,2.54,Right Attacking Midfielder,0.51,0,0,0,0.51,0,0.51,0,0,0,2.03,0.51,14.24,6.61,21.36,1.02,11.69,0,0,6.1,14.75,6.1,5.08,8.64,20.34,11.19,23.39,3.05,1.02,0,4.07,0,0,0,1.53,1.53,27.30%,5.59,12.9,3.56,10.17,14.75,8.14,0,2.03,6.61,9.15,20.34,43.73,18.31,50.00%,43.80%,1.02,0,0.04,0.51,0.33,0.51,1.53,0.51,33.30%,0.00%,37.00%,45.50%,4.07
343,570wgwomxz7kgdlx9t3hebuqy,,O. Checkol,Oded Checkol,Left Winger,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549533,Oded,Checkol,Left Winger,14,172,24,40.00%,2.62,2.09,0,0.52,3.66,0.52,0,25.00%,20.00%,2.09,21.45,0,62.50%,74.10%,8.90%,1.05,30,,0.54,0,0,1.57,Left Winger,0.52,0,0,0,0,1.05,1.57,0,1.57,0.52,2.09,2.62,8.9,6.8,18.31,1.05,2.62,0,0,10.99,9.42,1.57,0.52,5.76,11.51,2.09,15.17,3.66,1.05,0.52,2.62,0.52,0,1.05,1.57,3.14,37.50%,8.37,17.8,5.76,12.03,16.74,8.37,2.62,4.19,7.33,22.5,31.4,54.94,29.3,76.80%,68.80%,1.05,0,0.13,0.52,0.54,2.09,2.09,1.57,75.00%,0.00%,37.90%,25.00%,6.28
344,kc3wmrtfwhvbpq70g4kf66dx,253406,S. Yehezkel,Sagiv Yehezkel,Right Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,184659,Sagiv,Yehezkel,Right Back,2,170,29,40.00%,2.65,0,0,0.53,3.18,0.53,1.59,0.00%,14.30%,3.71,27,0,80.00%,85.20%,12.70%,4.24,11,right,0.16,0,0,0.53,Right Back,0,0,0,0,0.53,0.53,2.12,0,0,0.53,1.59,1.59,11.65,2.12,15.35,0,5.29,2.12,2.65,13.24,6.35,1.06,0.53,5.82,7.41,1.59,12.18,4.76,0.53,0.53,3.71,0,0,1.06,1.59,2.12,44.40%,4.76,18.3,8.47,12.71,16.41,10.59,2.12,2.12,6.88,36.53,40.76,69.88,41.82,87.30%,80.00%,0.53,0.53,0.08,0,0.16,1.06,2.12,0.53,25.00%,16.70%,47.80%,33.30%,6.88
344,29pq9t9l8y7vys34sevt854a1,488867,I. Tanko,Ibrahim Tanko,Centre Forward,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,466752,Ibrahim,Tanko,Centre Forward,6,170,24,60.00%,2.65,0,0,1.06,2.12,0.53,2.65,0.00%,0.00%,2.12,27,0,56.50%,63.00%,6.00%,0.53,11,,0.2,0,0,3.71,Centre Forward,0,0,0,0,0,0.53,1.59,0,0,1.59,1.59,2.12,13.76,6.88,22.76,0.53,5.29,0,0,10.06,12.18,2.12,1.59,9,15.88,3.71,21.18,5.29,0.53,0,2.12,0,0,0,0.53,3.18,42.90%,7.41,16.4,6.88,15.88,18,9.53,3.71,2.12,7.41,16.94,24.35,51.35,26.47,64.00%,72.20%,0.53,0,0.02,0,0.2,2.12,2.65,0.53,20.00%,33.30%,42.50%,42.90%,6.88
346,agqlkflssea6lpkotjc1keaj9,196313,A. Leya,Aaron Leya Iseka,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,185727,Aaron,Leya Iseka,Centre Forward,2,166,26,-,0,0,0,0,0,1.08,0,33.30%,-,0,9.22,0,77.80%,78.90%,4.00%,0.54,90,right,0.46,0,0,0,Centre Forward,0.54,0,0,0,0,0,0,0,1.08,0,1.08,0,3.25,4.88,8.13,0.54,1.63,0,0,9.22,5.96,3.8,2.71,4.88,9.76,6.51,10.84,1.08,0.54,0,0,0.54,0,0,0,1.63,50.00%,3.25,13.6,3.25,3.25,11.39,4.34,1.08,1.08,3.8,10.84,13.01,26.57,13.55,80.00%,75.00%,0.54,0,0.02,0.54,0.46,1.63,1.63,1.63,100.00%,-,45.00%,41.70%,0
